id_pfam;name_pfam
PF00130|PF00069|PF00433;C1_1|Pkinase|Pkinase_C
PF14572|PF13793;Pribosyl_synth|Pribosyltran_N
PF00224|PF02887;PK|PK_C
PF13885;Keratin_B2_2
PF13885|PF05287;Keratin_B2_2|PMG
PF11759;KRTAP
PF01500;Keratin_B2
PF01500|PF13885;Keratin_B2|Keratin_B2_2
PF04579;Keratin_matx
PF15034;KRTAP7
PF15287;KRBA1
PF00431|PF00051|PF01822;CUB|Kringle|WSC
PF03661;UPF0121
PF05178|PF12936;Kri1|Kri1_C
PF00373|PF16705;FERM_M|NUDIX_5
PF04212|PF00069|PF00787;MIT|Pkinase|PX
PF14593|PF00069;PH_3|Pkinase
PF13543|PF07714;KSR1-SAM|Pkinase_Tyr
PF09775;Keratin_assoc
PF13925;Katanin_con80
PF15200;KRTDAP
PF08433;KTI12
PF13925|PF00400;Katanin_con80|WD40
PF08190;PIH1
PF02735|PF03730|PF03731;Ku|Ku_C|Ku_N
PF02735|PF08785;Ku|Ku_PK_bind
PF10241;KxDL
PF09495;DUF2462
PF13882|PF00041|PF07679;Bravo_FIGEY|fn3|I-set
PF08366|PF00400;LLGL|WD40
PF08596|PF08366;Lgl_C|LLGL
PF13855|PF15779|PF14914;LRR_8|LRRC37|LRRC37AB_C
PF07707|PF00651|PF00530;BACK|BTB|SRCR
PF08390|PF03798;TRAM1|TRAM_LAG1_CLN8
PF02578;Cu-oxidase_4
PF00144;Beta-lactamase
PF11498;Activator_LAG-3
PF05383|PF00076;La|RRM_1
PF00062;Lys
PF00052|PF00053|PF00055;Laminin_B|Laminin_EGF|Laminin_N
PF00052|PF00053|PF00054|PF06008|PF06009|PF00055;Laminin_B|Laminin_EGF|Laminin_G_1|Laminin_I|Laminin_II|Laminin_N
PF00052|PF00053|PF00054|PF02210|PF06008|PF06009|PF00055;Laminin_B|Laminin_EGF|Laminin_G_1|Laminin_G_2|Laminin_I|Laminin_II|Laminin_N
PF00052|PF00053|PF02210|PF06008|PF06009|PF00055;Laminin_B|Laminin_EGF|Laminin_G_2|Laminin_I|Laminin_II|Laminin_N
PF05147;LANC_like
PF11560|PF03020|PF08198;LAP2alpha|LEM|Thymopoietin
PF03821;Mtp
PF00076|PF00098;RRM_1|zf-CCHC
PF05383|PF12901;La|SUZ-C
PF05383|PF00076|PF08777;La|RRM_1|RRM_3
PF00041|PF07679|PF00102;fn3|I-set|Y_phosphatase
PF04031;Las1
PF15792;LAS2
PF00412|PF00880|PF00018;LIM|Nebulin|SH3_1
PF00412|PF00880|PF14604;LIM|Nebulin|SH3_9
PF00069|PF00627;Pkinase|UBA
PF15234;LAT
PF15681;LAX
PF05383|PF08777;La|RRM_3
PF12297;EVC2_like
PF01222|PF09465;ERG4_ERG24|LBR_tudor
PF03194;LUC7
PF15619;Lebercilin
PF02450;LCAT
PF14672;LCE
PF15858;LCE6A
PF15838;DUF4717
PF09804;DUF2347
PF00565;SNase
PF16076|PF01553;Acyltransf_C|Acyltransferase
PF04072;LCM
PF07647|PF00017;SAM_2|SH2
PF10230;LIDHydrolase
PF15936|PF00412|PF00595;DUF4749|LIM|PDZ
PF02866|PF00056;Ldh_1_C|Ldh_1_N
PF07645|PF00057|PF00058;EGF_CA|Ldl_recept_a|Ldl_recept_b
PF07359;LEAP-2
PF01551;Peptidase_M23
PF08347|PF00505;CTNNB1_binding|HMG_box
PF05612;Leg1
PF15042;LELP1
PF03020|PF09402;LEM|MSC
PF12949|PF09402;HeH|MSC
PF15221;LEP503
PF10469|PF04457;AKAP7_NLS|DUF504
PF10469|PF04457|PF00642;AKAP7_NLS|DUF504|zf-CCCH
PF02024;Leptin
PF04133;Vps55
PF12799|PF13306|PF13855;LRR_4|LRR_5|LRR_8
PF07766;LETM1
PF13499|PF07766;EF-hand_7|LETM1
PF00682|PF08502;HMGL-like|LeuA_dimer
PF15760;DLEU7
PF00084|PF00095;Sushi|WAP
PF07707|PF00530;BACK|SRCR
PF03736|PF13855;EPTP|LRR_8
PF00001|PF13855;7tm_1|LRR_8
PF00001|PF13855|PF01462;7tm_1|LRR_8|LRRNT
PF00001|PF00560|PF13855|PF01462;7tm_1|LRR_1|LRR_8|LRRNT
PF10242;L_HMGIC_fpl
PF16881|PF04055;LIAS_N|Radical_SAM
PF01388|PF02373|PF00628|PF08429|PF02928;ARID|JmjC|PHD|PLU-1|zf-C5HC2
PF01291;LIF_OSM
PF07679|PF13306|PF13855;I-set|LRR_5|LRR_8
PF07679|PF13855|PF01462;I-set|LRR_8|LRRNT
PF12478;DUF3697
PF04791;LMBR1
PF00307|PF15949|PF00412;CH|DUF4757|LIM
PF15332;LIME1
PF00412|PF00595|PF00069;LIM|PDZ|Pkinase
PF00412|PF00595|PF07714;LIM|PDZ|Pkinase_Tyr
PF00023|PF12796|PF00008|PF07645|PF12661|PF06816|PF07684|PF00066;Ank|Ank_2|EGF|EGF_CA|hEGF|NOD|NODP|Notch
PF12125|PF00400;Beta-TrCP_D|WD40
PF00313|PF00098;CSD|zf-CCHC
PF11934|PF01858|PF01857;DUF3452|RB_A|RB_B
PF15306;LIN37
PF00630|PF01436;Filamin|NHL
PF00630|PF01436|PF00643;Filamin|NHL|zf-B_box
PF00110;wnt
PF10044;LIN52
PF03638;TCR
PF01426|PF00628|PF00856;BAH|PHD|SET
PF02820;MBT
PF03353;Lin-8
PF06584;DIRP
PF14695|PF14694;LINES_C|LINES_N
PF04083;Abhydro_lipase
PF00151|PF01477;Lipase|PLAT
PF07859|PF06350;Abhydrolase_3|HSL_N
PF17490;Tnp_22_dsRBD
PF14954;LIX1
PF15478;LKAAEAR
PF10169;Laps
PF12799|PF13516;LRR_4|LRR_6
PF03388;Lectin_leg-like
PF02820|PF00536|PF01530;MBT|SAM_1|zf-C2HC
PF06762;LMF1
PF01457;Peptidase_M8
PF00307|PF15949|PF00412|PF00595;CH|DUF4757|LIM|PDZ
PF03250|PF02205;Tropomodulin|WH2
PF10058;zinc_ribbon_10
PF15419;LNP1
PF00595|PF00097;PDZ|zf-C3HC4
PF01186|PF00530;Lysyl_oxidase|SRCR
PF02190|PF13445;LON_substr_bdg|zf-RING_UBOX
PF00004|PF05362|PF02190;AAA|Lon_C|LON_substr_bdg
PF15847;Loricrin
PF00853;Runt
PF16876|PF04571|PF08235;Lipin_mid|Lipin_N|LNS2
PF12796|PF00710;Ank_2|Asparaginase
PF01535|PF13812|PF17177;PPR|PPR_3|PPR_long
PF02138|PF06469|PF15787|PF14844;Beach|DUF1088|DUF4704|PH_BEACH
PF00560|PF13516;LRR_1|LRR_6
PF03483|PF13855;B3_4|LRR_8
PF03483|PF12799|PF13855;B3_4|LRR_4|LRR_8
PF07679|PF00560|PF13855;I-set|LRR_1|LRR_8
PF13855|PF12534;LRR_8|Pannexin_like
PF13306|PF13855|PF12534;LRR_5|LRR_8|Pannexin_like
PF00307|PF13855;CH|LRR_8
PF00041|PF07679|PF13855;fn3|I-set|LRR_8
PF15741;LRIF1
PF07679|PF13855|PF01463;I-set|LRR_8|LRRCT
PF07679|PF13855|PF01463|PF01462;I-set|LRR_8|LRRCT|LRRNT
PF00612|PF13855;IQ|LRR_8
PF12796|PF16095|PF13855|PF00069;Ank_2|COR|LRR_8|Pkinase
PF14662|PF05781;KASH_CCD|MRVI1
PF00057|PF07502;Ldl_recept_a|MANEC
PF12662|PF16472|PF00008|PF07645|PF00057|PF00058;cEGF|DUF5050|EGF|EGF_CA|Ldl_recept_a|Ldl_recept_b
PF12662|PF16472|PF07645|PF00057|PF00058;cEGF|DUF5050|EGF_CA|Ldl_recept_a|Ldl_recept_b
PF12662|PF07645|PF00057|PF00058;cEGF|EGF_CA|Ldl_recept_a|Ldl_recept_b
PF12662|PF00057|PF00058;cEGF|Ldl_recept_a|Ldl_recept_b
PF09738;LRRFIP
PF16095|PF00069;COR|Pkinase
PF16095|PF12799|PF13855|PF00069;COR|LRR_4|LRR_8|Pkinase
PF13855|PF07647;LRR_8|SAM_2
PF13855|PF00536;LRR_8|SAM_1
PF12799|PF00400;LRR_4|WD40
PF09793;AD
PF03036;Perilipin
PF00001|PF13306;7tm_1|LRR_5
PF01423;LSM
PF15145;DUF4577
PF15833;DUF4714
PF03723|PF00372|PF03722;Hemocyanin_C|Hemocyanin_M|Hemocyanin_N
PF05083;LST1
PF10456|PF00787|PF14604;BAR_3_WASP_bdg|PX|SH3_9
PF00008|PF07645|PF00683;EGF|EGF_CA|TB
PF00008|PF07645|PF12661|PF00683;EGF|EGF_CA|hEGF|TB
PF15454;LAMTOR
PF08923;MAPKK1_Int
PF16672;LAMTOR5
PF04180;LTV
PF09070|PF08324|PF00400;PFU|PUL|WD40
PF06907;Latexin
PF00040|PF00059;fn2|Lectin_C
PF13802|PF01055|PF16863|PF00088;Gal_mutarotas_2|Glyco_hydro_31|NtCtMGAM_N|Trefoil
PF08790;zf-LYAR
PF00087;Toxin_TOLIP
PF15686;LYRIC
PF02402;Lysis_col
PF00501|PF13193|PF00668|PF07993|PF00550;AMP-binding|AMP-binding_C|Condensation|NAD_binding_4|PP-binding
PF01183;Glyco_hydro_25
PF01476;LysM
PF02138|PF14844|PF00400;Beach|PH_BEACH|WD40
PF15294;Leu_zip
PF04117;Mpv17_PMP22
PF00249|PF09133;Myb_DNA-binding|SANTA
PF00131;Metallothio
PF07084;Spot_14
PF01266|PF16350|PF01571|PF08669;DAO|FAO_M|GCV_T|GCV_T_C
PF13281|PF00069;DUF4071|Pkinase
PF00069|PF14604;Pkinase|SH3_9
PF07714|PF00018;Pkinase_Tyr|SH3_1
PF00780|PF00069;CNH|Pkinase
PF09261|PF01074|PF07748;Alpha-mann_mid|Glyco_hydro_38|Glyco_hydro_38C
PF05672;MAP7
PF08768;DUF1794
PF00004|PF16725;AAA|Nucleolin_bd
PF06687;SUR7
PF00005|PF02687|PF12704;ABC_tran|FtsX|MacB_PCD
PF09726;Macoilin
PF05557;MAD
PF09085;Adhes-Ig_like
PF03165|PF03166;MH1|MH2
PF03595;SLAC1
PF13017;Maelstrom
PF09011|PF13017;HMG_box_2|Maelstrom
PF09174;Maf1
PF03131|PF08383;bZIP_Maf|Maf_N
PF00730;HhH-GPD
PF01454|PF12440;MAGE|MAGE_N
PF00625|PF00595|PF00397;Guanylate_kin|PDZ|WW
PF04756;OST3_OST6
PF15077;MAJIN
PF04874|PF01778;Mak16|Ribosomal_L28e
PF02518|PF00512|PF08447|PF13426|PF00072;HATPase_c|HisKA|PAS_3|PAS_9|Response_reg
PF02518|PF00512|PF00069|PF00072;HATPase_c|HisKA|Pkinase|Response_reg
PF13185|PF00512|PF08447|PF00069|PF00072;GAF_2|HisKA|PAS_3|Pkinase|Response_reg
PF03271;EB1
PF01284|PF07303;MARVEL|Occludin_ELL
PF00008|PF00057|PF00629;EGF|Ldl_recept_a|MAM
PF02116;STE2
PF09596;MamL-1
PF06783;UPF0239
PF16317;Glyco_hydro_99
PF00390|PF03949;malic|Malic_M
PF14925;HPHLAWLY
PF00557|PF15801;Peptidase_M24|zf-C6H2
PF00414;MAP1B_neuraxin
PF00418;Tubulin-binding
PF11763;DIPSY
PF14991;MLANA
PF03473|PF03476;MOSC|MOSC_N
PF01391|PF00530;Collagen|SRCR
PF02063;MARCKS
PF00307|PF03271;CH|EB1
PF11608|PF01936|PF12872;Limkain-b1|NYN|OST-HTH
PF02149|PF00069|PF00627;KA1|Pkinase|UBA
PF00431|PF07645|PF00084|PF00089;CUB|EGF_CA|Sushi|Trypsin
PF08926|PF00595|PF00069;DUF1908|PDZ|Pkinase
PF06391|PF17121;MAT1|zf-C3HC4_5
PF04321;RmlD_sub_bind
PF01348|PF01824;Intron_maturas2|MatK_N
PF10393|PF00092;Matrilin_ccoil|VWA
PF12662|PF07645|PF10393|PF00092;cEGF|EGF_CA|Matrilin_ccoil|VWA
PF12662|PF10393|PF00092;cEGF|Matrilin_ccoil|VWA
PF00786|PF00069;PBD|Pkinase
PF10240;DUF2464
PF14048|PF16564;MBD_C|MBDa
PF01429|PF02008;MBD|zf-CXXC
PF01429|PF14048|PF16564;MBD|MBD_C|MBDa
PF04837;MbeB_N
PF05713;MobC
PF04899;MbeD_MobD
PF07989|PF12808;Cnn_1N|Mto2_bdg
PF01669;Myelin_MBP
PF09746;Membralin
PF02163;Peptidase_M50
PF05300;DUF737
PF00307|PF12130|PF01494|PF00412;CH|DUF3585|FAD_binding_3|LIM
PF16788|PF16794;ATF7IP_BD|fn3_4
PF02785|PF00289|PF00364|PF02786;Biotin_carb_C|Biotin_carb_N|Biotin_lipoyl|CPSase_L_D2
PF15707;MCCD1
PF01663|PF04987;Phosphodiest|PigN
PF00782|PF03919|PF01331;DSPc|mRNA_cap_C|mRNA_cap_enzyme
PF03291;Pox_MCEL
PF13716|PF00169|PF00621|PF07653|PF00435;CRAL_TRIO_2|PH|RhoGEF|SH3_2|Spectrin
PF05824;Pro-MCH
PF00010|PF01056;HLH|Myc_N
PF12894|PF12341;ANAPC4_WD40|Mcl1_mid
PF08016;PKD_channel
PF09332|PF09329;Mcm10|zf-primase
PF00493|PF12619|PF14551|PF17207;MCM|MCM2_N|MCM_N|MCM_OB
PF00493|PF14551|PF17207;MCM|MCM_N|MCM_OB
PF00493|PF17207;MCM|MCM_OB
PF09739;MCM_bind
PF12814;Mcp5_PH
PF03962;Mnd1
PF16589|PF12258|PF12738;BRCT_2|Microcephalin|PTCB-BRCT
PF14799;FAM195
PF00498|PF13325;FHA|MCRS_N
PF00168|PF08372;C2|PRT_C
PF04678;MCU
PF09497|PF12145|PF12144;Med12|Med12-LCEWAV|Med12-PQL
PF06333|PF11597;Med13_C|Med13_N
PF10278;Med19
PF06581;p31comet
PF00498|PF16770;FHA|RTT107_BRCT_5
PF10422;LRS4
PF07646|PF06588;Kelch_2|Muskelin_N
PF15316;MDFI
PF07679|PF00629;I-set|MAM
PF12519;MDM10
PF15501;MDM1
PF02201|PF00641;SWIB|zf-RanBP
PF08118;MDM31_MDM32
PF06910;MEA1
PF01731;Arylesterase
PF09748;Med10
PF10280;Med11
PF08638;Med14
PF09606;Med15
PF16987|PF05397;KIX_2|Med15_fungi
PF11635;Med16
PF10156;Med17
PF09637;Med18
PF08633;Rox3
PF10744;Med1
PF08612;Med20
PF11221;Med21
PF06179;Med22
PF11573;Med23
PF11277;Med24_N
PF11232|PF11265;Med25|Med25_VWA
PF11232|PF11244|PF11235|PF11265;Med25|Med25_NR-box|Med25_SD1|Med25_VWA
PF08711|PF15693|PF15694;Med26|Med26_C|Med26_M
PF11571;Med27
PF11568;Med29
PF11315;Med30
PF05669;Med31
PF10018;Med4
PF04934;Med6
PF05983;Med7
PF10232;Med8
PF07544;Med9
PF12347|PF00319;HJURP_C|SRF-TF
PF13765|PF02758|PF00622|PF00643;PRY|PYRIN|SPRY|zf-B_box
PF02758|PF00643;PYRIN|zf-B_box
PF07645|PF12661|PF00053;EGF_CA|hEGF|Laminin_EGF
PF00431|PF12947|PF07645|PF00053|PF01437;CUB|EGF_3|EGF_CA|Laminin_EGF|PSI
PF00076|PF04059;RRM_1|RRM_2
PF13971;Mei4
PF15163;Meiosis_expr
PF15189;MEIOC
PF04698;Rab_eff_C
PF01875;Memo
PF05053;Menin
PF15322;PMSI1
PF01400|PF00008|PF00629;Astacin|EGF|MAM
PF01400|PF00629;Astacin|MAM
PF16543;DFRP_C
PF07175;Osteoregulin
PF00041|PF00047|PF07714;fn3|ig|Pkinase_Tyr
PF00041|PF00047|PF13895|PF07714;fn3|ig|Ig_2|Pkinase_Tyr
PF00855|PF00856;PWWP|SET
PF10185;Mesd
PF13328;HD_4
PF03782|PF06119|PF00084|PF00094;AMOP|NIDO|Sushi|VWD
PF00667|PF00175;FAD_binding_1|NAD_binding_1
PF01795;Methyltransf_5
PF05971;Methyltransf_10
PF13383;Methyltransf_22
PF01429|PF05033|PF00856;MBD|Pre-SET|SET
PF01747|PF14306;ATP-sulfurylase|PUA_2
PF00258|PF01077|PF03460;Flavodoxin_1|NIR_SIR|NIR_SIR_ferr
PF13241|PF14823|PF14824;NAD_binding_7|Sirohm_synth_C|Sirohm_synth_M
PF08267|PF01717;Meth_synt_1|Meth_synt_2
PF02310|PF02607|PF02965|PF00809|PF02574;B12-binding|B12-binding_2|Met_synt_B12|Pterin_bind|S-methyl_trans
PF02773|PF02772|PF00438;S-AdoMet_synt_C|S-AdoMet_synt_M|S-AdoMet_synt_N
PF05219;DREV
PF07714|PF01437|PF01403|PF01833;Pkinase_Tyr|PSI|Sema|TIG
PF13805;Pil1
PF08593;DUF1773
PF03303;WTF
PF14616;DUF4451
PF08594;UPF0300
PF03943;TAP_C
PF13716|PF00621;CRAL_TRIO_2|RhoGEF
PF06991;MFAP1
PF05507|PF01549;MAGP|ShK
PF12832;MFS_1_like
PF03855;M-factor
PF05308;Mito_fiss_reg
PF00431|PF01392|PF00057;CUB|Fz|Ldl_recept_a
PF05978;UNC-93
PF05631;MFS_5
PF05615;THOC7
PF06420;Mgm101p
PF16059|PF00010|PF00907;DUF4801|HLH|T-box
PF03071;GNT-I
PF05060;MGAT2
PF04724;Glyco_transf_17
PF04101|PF06925;Glyco_tran_28_C|MGDG_synth
PF12689;Acid_PPase
PF01035|PF02870;DNA_binding_1|Methyltransf_1N
PF02792;Mago_nashi
PF10247;Romo1
PF04666;Glyco_transf_54
PF12796|PF06701|PF00569;Ank_2|MIB_HERC2|ZZ
PF04418;DUF543
PF15884;QIL1
PF07956;DUF1690
PF07035;Mic1
PF09769;ApoO
PF00307|PF12130|PF00412;CH|DUF3585|LIM
PF00307|PF01494|PF00412;CH|FAD_binding_3|LIM
PF16026;MIEAP
PF10262;Rdx
PF01448|PF00249;ELM2|Myb_DNA-binding
PF05699;Dimer_Tnp_hAT
PF00610|PF00778|PF00595;DEP|DIX|PDZ
PF10265;Miga
PF15734;MIIP
PF04849|PF12448;HAP1_N|Milton
PF08219;TOM13
PF04424;MINDY_DUB
PF13898;DUF4205
PF05153;MIOX
PF17034;zinc_ribbon_16
PF00400|PF17034;WD40|zinc_ribbon_16
PF14538;Raptor_N
PF01432;Peptidase_M3
PF13202|PF08355|PF08356|PF00071;EF-hand_5|EF_assoc_1|EF_assoc_2|Ras
PF05859;Mis12
PF08641;Mis14
PF12765|PF12830;Cohesin_HEAT|Nipped-B_C
PF15822;MISS
PF04709|PF00019;AMH_N|TGF_beta
PF04212|PF16565;MIT|MIT_C
PF11851|PF00010|PF15951;DUF3371|HLH|MITF_TFEB_C_3_N
PF12196|PF00076;hNIFK_binding|RRM_1
PF02755|PF02037;RPEL|SAP
PF01344|PF06588;Kelch_1|Muskelin_N
PF15815;MKRN1_C
PF15815|PF00097|PF00642;MKRN1_C|zf-C3HC4|zf-CCCH
PF16044;DUF4796
PF09773;Meckelin
PF01091|PF05196;PTN_MK_C|PTN_MK_N
PF08976|PF13499;EF-hand_11|EF-hand_7
PF08976|PF13405;EF-hand_11|EF-hand_6
PF06080;DUF938
PF11721;Malectin
PF10248;Mlf1IP
PF01119|PF16413;DNA_mis_repair|Mlh1_C
PF01119|PF08676;DNA_mis_repair|MutL_C
PF15274;MLIP
PF00628|PF02207;PHD|zf-UBR
PF03098|PF01549;An_peroxidase|ShK
PF01923;Cob_adeno_trans
PF16690;MMACHC
PF10229;MMADHC
PF00651|PF04500;BTB|FLYWCH
PF10270;MMgT
PF04146;YTH
PF10296;MMM1
PF11857|PF00045|PF00413|PF01471;DUF3377|Hemopexin|Peptidase_M10|PG_binding_1
PF00413|PF01549;Peptidase_M10|ShK
PF00040|PF00045|PF00413|PF01471;fn2|Hemopexin|Peptidase_M10|PG_binding_1
PF00040|PF00045|PF00413|PF01471|PF04886;fn2|Hemopexin|Peptidase_M10|PG_binding_1|PT
PF00386|PF00008|PF07546;C1q|EGF|EMI
PF12460;MMS19_C
PF14911|PF14910;MMS22L_C|MMS22L_N
PF09462;Mus7
PF10159;MMtag
PF00542|PF16320;Ribosomal_L12|Ribosomal_L12_N
PF03637;Mob1_phocein
PF03389;MobA_MobL
PF17511;Mobilization_B
PF02597;ThiS
PF02391;MoaE
PF00266|PF03473|PF03476;Aminotran_5|MOSC|MOSC_N
PF01967|PF06463|PF04055;MoaC|Mob_synth_C|Radical_SAM
PF00581|PF00899;Rhodanese|ThiF
PF14609;GCP5-Mod21
PF01715|PF12171;IPPT|zf-C2H2_jaz
PF00057|PF00084|PF00089;Ldl_recept_a|Sushi|Trypsin
PF15155;MRFAP1
PF04603;Mog1
PF03164;Mon1
PF16213|PF16206|PF12783;DCB|Mon2_C|Sec7_N
PF16213|PF09324|PF16206|PF12783;DCB|DUF1981|Mon2_C|Sec7_N
PF15718;MNR
PF03650;MPC
PF09045|PF16667|PF00595;L27_2|MPDZ_u10|PDZ
PF10175;MPP6
PF06617|PF00581;M-inducer_phosp|Rhodanese
PF01238;PMI_typeI
PF15502;MPLKIP
PF04006;Mpp10
PF00625|PF02828|PF00595|PF07653;Guanylate_kin|L27|PDZ|SH3_2
PF00625|PF02828|PF09060|PF00595|PF07653;Guanylate_kin|L27|L27_N|PDZ|SH3_2
PF12796|PF00385;Ank_2|Chromo
PF01627;Hpt
PF02157;Man-6-P_recep
PF00878|PF00040;CIMR|fn2
PF17523;MPS-4
PF15183;MRAP
PF00040|PF00059|PF00652;fn2|Lectin_C|Ricin_B_lectin
PF09444;MRC1
PF00130|PF00780|PF08826|PF15796|PF00069|PF00433;C1_1|CNH|DMPK_coil|KELK|Pkinase|Pkinase_C
PF00130|PF00780|PF08826|PF00069;C1_1|CNH|DMPK_coil|Pkinase
PF00130|PF00780|PF08826|PF00069|PF00433;C1_1|CNH|DMPK_coil|Pkinase|Pkinase_C
PF00130|PF00780|PF00069;C1_1|CNH|Pkinase
PF00149|PF04152;Metallophos|Mre11_DNA_bind
PF15812;MREG
PF13887|PF13888|PF05224|PF13884;MRF_C1|MRF_C2|NDT80_PhoG|Peptidase_S74
PF10328;7TM_GPCR_Srx
PF00588|PF08032;SpoU_methylase|SpoU_sub_bind
PF15749;MRNIP
PF00276;Ribosomal_L23
PF16953;PRORP
PF01746;tRNA_m1G_MT
PF01544;CorA
PF02144;Rad1
PF00466;Ribosomal_L10
PF03082;MAGSP
PF05777;Acp26Ab
PF03940;MSSP
PF01641;SelR
PF01624|PF05188|PF05192|PF00488;MutS_I|MutS_II|MutS_III|MutS_V
PF01624|PF05188|PF05192|PF05190|PF00488;MutS_I|MutS_II|MutS_III|MutS_IV|MutS_V
PF01624|PF05188|PF05192|PF05190|PF00488|PF00855;MutS_I|MutS_II|MutS_III|MutS_IV|MutS_V|PWWP
PF16801|PF15275;MSL1_dimer|PEHE
PF16682|PF16685;MSL2-CXC|zf-RING_10
PF06060;Mesothelin
PF05825;PSP94
PF00650|PF00635;CRAL_TRIO|Motile_Sperm
PF01625;PMSR
PF01391|PF03523|PF00530;Collagen|Macscav_rec|SRCR
PF04421;Mss4
PF13824;zf-Mss51
PF15682;Mustang
PF02067;Metallothio_5
PF01426|PF01448|PF00320|PF17226|PF00249;BAH|ELM2|GATA|MTA_R1|Myb_DNA-binding
PF08377|PF00418;MAP2_projctn|Tubulin-binding
PF01048;PNP_UDP_1
PF14920|PF14919|PF14918;MTBP_C|MTBP_mid|MTBP_N
PF10310;DUF5427
PF14818|PF11365;DUF4482|SOGA
PF01840;TCL1_MTCP1
PF02086;MethyltransfD12
PF02536;mTERF
PF14061|PF00628;Mtf2_C|PHD
PF10558;MTP18
PF08788|PF07531|PF01753;NHR2|TAFH|zf-MYND
PF00002|PF06652;7tm_2|Methuselah_N
PF00001|PF06652;7tm_1|Methuselah_N
PF02219;MTHFR
PF01812|PF00076;5-FTHF_cyc-lig|RRM_1
PF08105;Antimicrobial10
PF02893|PF06602;GRAM|Myotub-related
PF01363|PF06602;FYVE|Myotub-related
PF02141|PF02893|PF06602|PF00169|PF12335;DENN|GRAM|Myotub-related|PH|SBF2
PF02141|PF02893|PF06602|PF00169|PF12335|PF03456;DENN|GRAM|Myotub-related|PH|SBF2|uDENN
PF12578|PF06602;3-PAP|Myotub-related
PF03079;ARD
PF01134|PF13932;GIDA|GIDA_assoc
PF11865|PF02259|PF02260|PF08771|PF00454;DUF3385|FAT|FATC|FRB_dom|PI3_PI4_kinase
PF00270|PF08148|PF00271|PF13234;DEAD|DSHCT|Helicase_C|rRNA_proc-arch
PF00667|PF00258|PF00175;FAD_binding_1|Flavodoxin_1|NAD_binding_1
PF00436;SSB
PF08397|PF02205;IMD|WH2
PF15167;DUF4581
PF17171|PF10568;GST_C_6|Tom37
PF07910;Peptidase_C78
PF10544;T5orf172
PF15474;MU117
PF08628|PF00787|PF02194;Nexin_C|PX|PXA
PF07818;HCNGP
PF10332;DUF2418
PF06824;Glyco_hydro_125
PF17119;MMU163
PF11709;Mit_ribos_Mrp51
PF10340;Say1_Mug180
PF08512;Rtt106
PF03663;Glyco_hydro_76
PF00008|PF07645|PF12661|PF00057|PF01390|PF00092;EGF|EGF_CA|hEGF|Ldl_recept_a|SEA|VWA
PF15672;Mucin15
PF08205|PF00047|PF07686;C2-set_2|ig|V-set
PF08205|PF07679|PF07686;C2-set_2|I-set|V-set
PF08742|PF01826|PF00094;C8|TIL|VWD
PF14654|PF05647;Epiglycanin_C|Epiglycanin_TR
PF06119|PF00094;NIDO|VWD
PF08742|PF13330|PF01826|PF00094;C8|Mucin2_WxxW|TIL|VWD
PF08742|PF13330|PF01826|PF00093|PF00094;C8|Mucin2_WxxW|TIL|VWC|VWD
PF07010;Endomucin
PF09668|PF00627;Asp_protease|UBA
PF05216;UNC-50
PF08058;NPCC
PF10494;Stk19
PF06414;Zeta_toxin
PF10455;BAR_2
PF05620;DUF788
PF00571|PF00564;CBS|PB1
PF02558|PF08546;ApbA|ApbA_C
PF01036;Bac_rhodopsin
PF08510;PIG-P
PF01184;Grp1_Fun34_YaaH
PF04097;Nic96
PF08101;DUF1708
PF10295;DUF2406
PF12483;GIDE
PF00008|PF12947|PF07645|PF12661|PF01390|PF00092;EGF|EGF_3|EGF_CA|hEGF|SEA|VWA
PF01392|PF07679|PF07714;Fz|I-set|Pkinase_Tyr
PF01612|PF01927;DNA_pol_A_exo1|Mut7-C
PF02310|PF01642;B12-binding|MM_CoA_mutase
PF00633|PF00730|PF14815;HHH|HhH-GPD|NUDIX_4
PF10576|PF00633|PF00730|PF14815;EndIII_4Fe-2S|HHH|HhH-GPD|NUDIX_4
PF01566;Nramp
PF11978|PF01505;MVP_shoulder|Vault
PF00063|PF00784|PF07653;Myosin_head|MyTH4|SH3_2
PF00063|PF01576|PF00595;Myosin_head|Myosin_tail_1|PDZ
PF00612|PF00063|PF06017;IQ|Myosin_head|Myosin_TH1
PF09316|PF07988|PF00249;Cmyb_C|LMSTEN|Myb_DNA-binding
PF09316|PF00249;Cmyb_C|Myb_DNA-binding
PF14646;MYCBPAP
PF00010|PF02344|PF01056;HLH|Myc-LZ|Myc_N
PF03256|PF08005|PF00415|PF08239|PF13639;ANAPC10|PHR|RCC1|SH3_3|zf-RING_2
PF03256|PF00630|PF08005|PF00415|PF08239|PF13639;ANAPC10|Filamin|PHR|RCC1|SH3_3|zf-RING_2
PF15179;Myc_target_1
PF00531|PF01582;Death|TIR
PF10572;UPF0556
PF01586|PF00010|PF12232;Basic|HLH|Myf5
PF03690;UPF0160
PF00612|PF00063|PF02736|PF01576;IQ|Myosin_head|Myosin_N|Myosin_tail_1
PF00041|PF07679|PF00069;fn3|I-set|Pkinase
PF12036;DUF3522
PF00373|PF00612|PF16735|PF00063|PF00784|PF00169|PF00788;FERM_M|IQ|MYO10_CC|Myosin_head|MyTH4|PH|RA
PF00373|PF00612|PF00063|PF00784|PF07653;FERM_M|IQ|Myosin_head|MyTH4|SH3_2
