ortho_cluster	name_cluster
EOG092E0AZ7	Transmembrane:Helical
EOG092E0AZH	Transmembrane:Helical
EOG092E0AZU	TGS-like domain
EOG092E0AZW	Peptidase M18
EOG092E0AZX	Similarity:Contains USP domain.
EOG092E0AZY	Transmembrane:Helical
EOG092E0B01	WD40 repeat
EOG092E0B02	hypothetical protein
EOG092E0B04	Pseudouridine synthase, catalytic domain
EOG092E0B0D	Ribosomal protein L3
EOG092E0B0G	Zinc finger, C2H2-like
EOG092E0B0M	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092E0B14	Elongator complex protein 4
EOG092E0B18	WD40 repeat
EOG092E0B1B	Similarity:Contains F-BAR domain.
EOG092E0B1D	Protein kinase domain
EOG092E0B1G	mRNA (guanine-N(7))-methyltransferase
EOG092E0B1P	Transmembrane:Helical
EOG092E0B1Z	Cytidyltransferase-like domain
EOG092E0B25	Protein HGH1 N-terminal
EOG092E0B2J	Transmembrane:Helical
EOG092E0B2N	Zinc finger, DHHC-type, palmitoyltransferase
EOG092E0B2P	Protein kinase domain
EOG092E0B2V	Methyltransferase TRM13
EOG092E0B2Z	PWWP domain
EOG092E0B33	Yap1 redox domain
EOG092E0B34	Hexokinase
EOG092E0B38	Transmembrane:Helical
EOG092E0B3N	Condensin complex subunit 2/barren
EOG092E0B3R	Similarity:Belongs to the isocitrate and isopropylmalate dehydrogenases family.
EOG092E0B43	Ribosomal protein S5 domain 2-type fold
EOG092E0B45	Similarity:Contains JmjC domain.
EOG092E0B4C	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0B4H	Transmembrane:Helical
EOG092E0B4K	Similarity:Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family.
EOG092E0B4X	Ecm9p
EOG092E0B5K	FAD-dependent oxidoreductase 2, FAD binding domain
EOG092E0B5Y	FAD/NAD(P)-binding domain
EOG092E0B6O	Transmembrane:Helical
EOG092E0B6P	ATPase, V1 complex, subunit C
EOG092E0B6T	Transmembrane:Helical
EOG092E0B7K	Transmembrane:Helical
EOG092E0B7P	Tubulin
EOG092E0B7Y	ATPase, AAA-type, core
EOG092E0B8C	Glycoside hydrolase superfamily
EOG092E0B8R	Transmembrane:Helical
EOG092E0B8W	HORMA domain
EOG092E0B9A	Serine/threonine-protein phosphatase
EOG092E0B9S	Protein MTH1
EOG092E0B9U	Meiotic sister-chromatid recombination protein 3
EOG092E0BA4	Similarity:Belongs to the eIF-2B alpha/beta/delta subunits family.
EOG092E0BA8	Protein PPF2
EOG092E0BAL	Oxysterol-binding protein
EOG092E0BAP	Protein arginine N-methyltransferase
EOG092E0BAV	Required for respiratory growth protein 1, mitochondrial
EOG092E0BB8	Leucine-rich repeat domain, L domain-like
EOG092E0BB9	PA14 domain
EOG092E0BBA	Adenine deaminase type 2
EOG092E0BBB	Haem peroxidase
EOG092E0BBE	WD40 repeat
EOG092E0BBP	HAD-superfamily hydrolase, subfamily IIA
EOG092E0BC9	Alpha/Beta hydrolase fold
EOG092E0BCC	Transmembrane:Helical
EOG092E0BCE	Similarity:Contains Arf-GAP domain.
EOG092E0BCF	Zinc finger, C2H2
EOG092E0BCG	Transmembrane:Helical
EOG092E0BCI	Zinc finger, PHD-type
EOG092E0BCJ	Protein kinase domain
EOG092E0BCM	Alcohol dehydrogenase superfamily, zinc-type
EOG092E0BCQ	Histone acetyltransferase
EOG092E0BCS	O-acyltransferase
EOG092E0BCT	GTP binding domain
EOG092E0BD1	Nucleotide-diphospho-sugar transferases
EOG092E0BD4	tRNA-dihydrouridine synthase
EOG092E0BD8	Thiolase
EOG092E0BDB	Hyphally-regulated cell wall protein, N-terminal
EOG092E0BDM	Transmembrane:Helical
EOG092E0BDX	Transglutaminase-like
EOG092E0BDZ	EF-hand domain
EOG092E0BE4	RNA recognition motif domain
EOG092E0BED	Acetyltransferase component of pyruvate dehydrogenase complex
EOG092E0BEX	Serine/threonine-protein phosphatase
EOG092E0BEY	Similarity:Contains SWIRM domain.
EOG092E0BF0	Alpha/Beta hydrolase fold
EOG092E0BF9	Mitochondrial distribution and morphology protein 12
EOG092E0BFB	Bystin
EOG092E0BFD	Ubiquitin-like modifier-activating enzyme Atg7
EOG092E0BGI	Transmembrane:Helical
EOG092E0BGM	Sec1-like protein
EOG092E0BGO	Bromodomain associated domain
EOG092E0BGX	NUDIX hydrolase domain
EOG092E0BGZ	ATPase, AAA-type, core
EOG092E0BHA	Ubiquitin-conjugating enzyme E2-binding protein
EOG092E0BHC	DHAP synthase, class 1
EOG092E0BHJ	U3 small nucleolar RNA-associated protein 8
EOG092E0BHP	Mrx12p
EOG092E0BHS	Inositol polyphosphate kinase
EOG092E0BHT	Protein of unknown function DUF2841
EOG092E0BHZ	Cytidyltransferase-like domain
EOG092E0BI0	YrdC-like domain
EOG092E0BIA	Similarity:Contains 1 F-box domain.
EOG092E0BIC	rRNA adenine N(6)-methyltransferase
EOG092E0BIE	Similarity:Belongs to the HSF family.
EOG092E0BIJ	Superficial pseudohyphal growth protein 1
EOG092E0BIZ	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092E0BJ2	S-adenosyl-L-methionine-dependent methyltransferase
EOG092E0BJ8	Transmembrane:Helical
EOG092E0BJ9	Similarity:Contains 1 PH domain.
EOG092E0BJD	Peroxisomal biogenesis factor 11
EOG092E0BJF	Similarity:Contains protein kinase domain.
EOG092E0BJM	Replication factor C, C-terminal
EOG092E0BJU	Protein kinase domain
EOG092E0BJW	Protein-tyrosine-phosphatase
EOG092E0BJY	GRASP55/65
EOG092E0BK7	WD40 repeat
EOG092E0BKD	Cyclin PHO80-like
EOG092E0BKE	Zinc finger, C2H2
EOG092E0BLF	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0BLR	GPI-anchor transamidase
EOG092E0BLS	ATPase, AAA-type, core
EOG092E0BLY	asparaginase ASP3-2
EOG092E0BM7	GTP binding domain
EOG092E0BMK	Low temperature viability protein
EOG092E0BML	Mitochondrial Myo2 receptor-related protein 1
EOG092E0BMM	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III
EOG092E0BMP	Allantoicase
EOG092E0BMZ	Conserved oligomeric Golgi complex subunit 8
EOG092E0BN0	DnaJ domain
EOG092E0BNG	Peptidase S8, subtilisin,  Asp-active site
EOG092E0BNP	Mitochondrial protein Pet127
EOG092E0BNS	Eukaryotic translation initiation factor 3 subunit I
EOG092E0BNU	Similarity:Contains 3 KH domains.
EOG092E0BOC	Zinc finger, GATA-type
EOG092E0BOJ	Leucine-rich repeat domain, L domain-like
EOG092E0BOL	Glycoside hydrolase, family 16
EOG092E0BOO	MEMO1 family
EOG092E0BOW	WD40 repeat
EOG092E0BP4	NAD-dependent epimerase/dehydratase, N-terminal domain
EOG092E0BP6	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
EOG092E0BPG	Aldose 1-/Glucose-6-phosphate 1-epimerase
EOG092E0BPK	WD40 repeat
EOG092E0BPP	Transmembrane:Helical
EOG092E0BPR	Leucine-rich repeat domain, L domain-like
EOG092E0BPS	Histone acetyltransferase
EOG092E0BPT	Histidine phosphatase superfamily
EOG092E0BQK	DNA glycosylase
EOG092E0BQO	tRNA-splicing endonuclease, SEN2 subunit
EOG092E0BQQ	Transmembrane:Helical
EOG092E0BQV	Transmembrane:Helical
EOG092E0BQY	Zinc finger, RING-type
EOG092E0BR2	Transmembrane:Helical
EOG092E0BR5	Transmembrane:Helical
EOG092E0BR7	DEAD/DEAH box helicase domain
EOG092E0BRB	Transmembrane:Helical
EOG092E0BRP	PNP/MTAP phosphorylase
EOG092E0BRS	Concanavalin A-like lectin/glucanase domain
EOG092E0BRY	Protein kinase domain
EOG092E0BRZ	Pentatricopeptide repeat
EOG092E0BS2	Transmembrane:Helical
EOG092E0BSL	Transmembrane:Helical
EOG092E0BTQ	Transport and Golgi organisation protein 2
EOG092E0BUE	Transmembrane:Helical
EOG092E0BUF	Peptidase M24, methionine aminopeptidase
EOG092E0BUI	Aldose 1-/Glucose-6-phosphate 1-epimerase
EOG092E0BUM	NAD kinase
EOG092E0BUP	Protein kinase domain
EOG092E0BUS	WD40 repeat
EOG092E0BV6	Zinc finger, CCHC-type
EOG092E0BVH	WD40 repeat
EOG092E0BVR	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG092E0BVT	NMT1/THI5 family
EOG092E0BVV	PPM-type phosphatase domain
EOG092E0BVX	Enhancer of translation termination 1
EOG092E0BVZ	Similarity:Belongs to the 2-oxoacid dehydrogenase family.
EOG092E0BW7	Aspartate-semialdehyde dehydrogenase
EOG092E0BWK	Ferrochelatase
EOG092E0BXI	Similarity:Contains CRAL-TRIO domain.
EOG092E0BXL	MRG
EOG092E0BXQ	ATPase, AAA-type, core
EOG092E0BXS	Similarity:Contains VHS domain.
EOG092E0BXY	Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG092E0BY1	Transmembrane:Helical
EOG092E0BY4	TFIIEalpha/SarR/Rpc3 HTH domain
EOG092E0BYB	Transmembrane:Helical
EOG092E0BYE	Aminotransferase class IV
EOG092E0BYL	RNA 3'-terminal phosphate cyclase
EOG092E0BYV	mitochondrial 37S ribosomal protein YmS-A
EOG092E0BYW	Phosphotyrosyl phosphatase activator, PTPA
EOG092E0BZ4	F-box domain
EOG092E0BZB	Agglutinin-like protein, N-terminal
EOG092E0BZC	Fungal lipase-like domain
EOG092E0BZL	SMP-30/Gluconolactonase/LRE-like region
EOG092E0BZT	Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG092E0BZX	Zinc finger, RING-like
EOG092E0BZZ	SGS domain
EOG092E0C00	Isopropylmalate dehydrogenase
EOG092E0C01	Transmembrane:Helical
EOG092E0C06	Protein of unknown function DUF2722
EOG092E0C0L	Similarity:Contains 1 SH3 domain.
EOG092E0C0U	WD40 repeat
EOG092E0C17	Septin
EOG092E0C1B	Galactose-1-phosphate uridyl transferase, class I
EOG092E0C1Q	Transmembrane:Helical
EOG092E0C1T	GTP cyclohydrolase II
EOG092E0C1V	Pex27p
EOG092E0C2Q	Arginase
EOG092E0C2R	Transcription factor TFIIB
EOG092E0C2T	Uroporphyrinogen decarboxylase
EOG092E0C31	UBX domain
EOG092E0C35	Basic-leucine zipper domain
EOG092E0C37	IMP-specific 5-nucleotidase
EOG092E0C39	WHIM1 domain
EOG092E0C3G	Msa1p
EOG092E0C3H	Mrp/NBP35 ATP-binding protein
EOG092E0C3J	Protein kinase domain
EOG092E0C3K	Pseudouridine synthase, catalytic domain
EOG092E0C3L	Saccharopine dehydrogenase
EOG092E0C3Q	Similarity:Belongs to the cyclin family.
EOG092E0C3U	Isocitrate dehydrogenase
EOG092E0C41	Golgi phosphoprotein 3
EOG092E0C49	tRNA-specific 2-thiouridylase
EOG092E0C4B	Transcription factor TFIIB
EOG092E0C4J	Transmembrane:Helical
EOG092E0C53	Pyridoxal phosphate-dependent transferase
EOG092E0C57	Nba1p
EOG092E0C5A	Glutamine amidotransferase type 2 domain
EOG092E0C5B	Geranylgeranyl transferase type-2 subunit beta
EOG092E0C5Q	Spindle assembly checkpoint component Mad1
EOG092E0C5T	Active Site:Proton donor
EOG092E0C63	Transcription factor Spt20
EOG092E0C67	Transmembrane:Helical
EOG092E0C6W	WD40 repeat
EOG092E0C74	Shugoshin, N-terminal coiled-coil domain
EOG092E0C77	TFIIH subunit Tfb1/p62
EOG092E0C7E	Anaphase-promoting complex, subunit 10/DOC domain
EOG092E0C7I	Thiazole biosynthetic enzyme Thi4 family
EOG092E0C7X	Transmembrane:Helical
EOG092E0C7Y	Peroxisomal membrane protein 14
EOG092E0C83	Transmembrane:Helical
EOG092E0C89	Ribonuclease H-like domain
EOG092E0C8F	Kinesin-like protein
EOG092E0C8H	Alpha/Beta hydrolase fold
EOG092E0C8S	NADP-dependent oxidoreductase domain
EOG092E0C8Y	Methionyl-tRNA formyltransferase
EOG092E0C91	Peptidase M24A, methionine aminopeptidase, subfamily 2
EOG092E0C96	Origin recognition complex subunit 4
EOG092E0C9D	Phosphatidylethanolamine-binding protein PEBP
EOG092E0C9W	Rho GTPase activation protein
EOG092E0C9Y	Ribosomal protein S5
EOG092E0CA1	GPN-loop GTPase
EOG092E0CA2	Arsenical pump ATPase, ArsA/GET3
EOG092E0CA4	Uracil-DNA glycosylase
EOG092E0CA7	Ribosomal protein L27
EOG092E0CAC	Similarity:Belongs to the HSF family.
EOG092E0CAD	RNA recognition motif domain
EOG092E0CAJ	Transmembrane:Helical
EOG092E0CAM	WD40/YVTN repeat-like-containing domain
EOG092E0CAO	GLE1-like
EOG092E0CAP	Transmembrane:Helical
EOG092E0CAS	Glyoxalase I
EOG092E0CAY	tRNA-dihydrouridine synthase
EOG092E0CBE	Transcription initiation factor TFIID component TAF4
EOG092E0CBV	Zinc finger, C2H2
EOG092E0CBX	Protein of unknown function DUF1752, fungi
EOG092E0CC2	Transmembrane:Helical
EOG092E0CC4	Metal-dependent hydrolase
EOG092E0CCC	Peptidase C14, caspase domain
EOG092E0CCE	Sas10 C-terminal domain
EOG092E0CCF	Tetratricopeptide-like helical domain
EOG092E0CCJ	ssDNA endodeoxyribonuclease SAE2
EOG092E0CCL	Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG092E0CCN	Vacuolar protein sorting protein 26 related
EOG092E0CCS	Glycosyl transferase, family 3
EOG092E0CCU	Survival factor 1 family
EOG092E0CCX	TatD family
EOG092E0CCY	Malate dehydrogenase
EOG092E0CDC	Similarity:Belongs to the aldehyde dehydrogenase family.
EOG092E0CDL	WD40 repeat
EOG092E0CDQ	Peptidase M18
EOG092E0CDT	Similarity:Contains 2 LIM zinc-binding domains.
EOG092E0CEB	Respiration factor 1
EOG092E0CER	Phosphotyrosyl phosphatase activator, PTPA
EOG092E0CEV	FG-nucleoporin NUP42
EOG092E0CF2	P-loop containing nucleoside triphosphate hydrolase
EOG092E0CF9	Transmembrane:Helical
EOG092E0CFT	Protein kinase domain
EOG092E0CFX	THO complex subunit 7/Mft1
EOG092E0CFZ	Globin
EOG092E0CG3	Transmembrane:Helical
EOG092E0CGA	Transmembrane:Helical
EOG092E0CGG	Transcription initiation factor TFIID
EOG092E0CGH	High mobility group box domain
EOG092E0CGJ	Glycerophosphodiester phosphodiesterase domain
EOG092E0CH1	Zinc finger, DHHC-type, palmitoyltransferase
EOG092E0CH2	DnaJ domain
EOG092E0CH5	Glucanosyltransferase
EOG092E0CH7	Alpha/Beta hydrolase fold
EOG092E0CHF	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0CHN	Coproporphyrinogen III oxidase, aerobic
EOG092E0CHX	Transmembrane:Helical
EOG092E0CI2	Homeobox domain
EOG092E0CI3	Ubiquitin system component Cue
EOG092E0CI4	Flap structure-specific endonuclease
EOG092E0CI7	Transmembrane:Helical
EOG092E0CIA	Glyceraldehyde 3-phosphate dehydrogenase, active site
EOG092E0CIE	Zinc finger, C2H2
EOG092E0CIF	Porphobilinogen deaminase
EOG092E0CIG	Similarity:Belongs to the FPP/GGPP synthase family.
EOG092E0CIO	NAD(P)-binding domain
EOG092E0CIW	Transmembrane:Helical
EOG092E0CJF	Glutathione synthase, eukaryotic
EOG092E0CJM	Metal-dependent protein hydrolase
EOG092E0CJO	DNA/pantothenate metabolism flavoprotein, C-terminal
EOG092E0CK2	Peptide chain release factor
EOG092E0CK6	Lysine methyltransferase
EOG092E0CKB	HAD-like domain
EOG092E0CKD	Ribonuclease HII/HIII
EOG092E0CKH	Pre-mRNA-splicing factor BRR1
EOG092E0CKK	R3H domain
EOG092E0CKP	Aldo/keto reductase/potassium channel subunit beta
EOG092E0CKY	Armadillo-type fold
EOG092E0CL1	Fructose-1,6-bisphosphatase
EOG092E0CL9	Serine/threonine-protein phosphatase
EOG092E0CLD	Inositol polyphosphate kinase
EOG092E0CLE	Tetratricopeptide-like helical domain
EOG092E0CLG	Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal domain
EOG092E0CLH	Leucine-rich repeat
EOG092E0CMB	Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG092E0CML	Similarity:Belongs to the actin family.
EOG092E0CMP	Nse4/EID family
EOG092E0CMR	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
EOG092E0CN0	Ubiquitin-associated domain
EOG092E0CN2	Similarity:Belongs to the cyclin family.
EOG092E0CNE	Ribosomal protein L4/L1e
EOG092E0CNH	WD40 repeat
EOG092E0CNM	Transcription activator GCR1-like domain
EOG092E0CNS	Zinc finger, CCHC-type
EOG092E0CNW	Ubiquitin system component Cue
EOG092E0COD	Thiolase
EOG092E0COL	DNA glycosylase
EOG092E0COM	ABC transporter-like
EOG092E0CON	Mitochondrial ribosomal protein MRP51, fungi
EOG092E0COO	Transmembrane:Helical
EOG092E0COU	GTP-binding nuclear protein Ran-related
EOG092E0COW	Septin
EOG092E0COZ	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
EOG092E0CP0	Serine/threonine-protein phosphatase
EOG092E0CP1	Transmembrane:Helical
EOG092E0CPE	Transmembrane:Helical
EOG092E0CPM	Sfi1 spindle body
EOG092E0CPW	Transmembrane:Helical
EOG092E0CQ9	Pex19 protein
EOG092E0CQF	Septin
EOG092E0CQK	Ubiquinone biosynthesis O-methyltransferase
EOG092E0CQP	Transmembrane:Helical
EOG092E0CQT	GTP binding domain
EOG092E0CQY	P-loop containing nucleoside triphosphate hydrolase
EOG092E0CQZ	Similarity:Contains 3 KH domains.
EOG092E0CR1	Similarity:Contains MHD (mu homology) domain.
EOG092E0CR6	Dig2p
EOG092E0CR9	Rif2p
EOG092E0CRB	Protein GDS1
EOG092E0CRF	Zinc finger, RING-type
EOG092E0CRK	Homoserine dehydrogenase
EOG092E0CRY	PPM-type phosphatase domain
EOG092E0CS5	Protein prenyltransferase, alpha subunit
EOG092E0CSD	Arf3-interacting protein 1, N-terminal domain
EOG092E0CSG	Similarity:Belongs to the peptidase M48B family.
EOG092E0CSJ	TFIIH subunit Tfb4/p34
EOG092E0CSK	hypothetical protein
EOG092E0CSO	Pyruvate dehydrogenase E1 component subunit beta
EOG092E0CSR	Transmembrane:Helical
EOG092E0CT0	Short-chain dehydrogenase/reductase SDR
EOG092E0CT3	Sortilin, N-terminal
EOG092E0CT6	Small GTPase superfamily
EOG092E0CTU	Active Site:Proton donor
EOG092E0CTV	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
EOG092E0CTW	TIP41-like protein
EOG092E0CU2	Ribokinase-like
EOG092E0CUC	Transmembrane:Helical
EOG092E0CUG	WD40 repeat
EOG092E0CUI	Rossmann-like alpha/beta/alpha sandwich fold
EOG092E0CUK	WD40 repeat
EOG092E0CUL	Gtr1/RagA G protein
EOG092E0CUM	Delta-aminolevulinic acid dehydratase
EOG092E0CVG	Peptidase M16 domain
EOG092E0CVK	RNA recognition motif domain
EOG092E0CVQ	CBS domain
EOG092E0CW3	Zinc finger, C2H2
EOG092E0CW4	Actin-depolymerising factor homology domain
EOG092E0CWT	PSP1, C-terminal
EOG092E0CWU	hypothetical protein
EOG092E0CWV	Replication factor C, C-terminal
EOG092E0CX2	Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG092E0CX5	Glutamyl/glutaminyl-tRNA synthetase
EOG092E0CX7	Microtubule-associated protein, MAP65/Ase1/PRC1
EOG092E0CXK	Serine/threonine-protein phosphatase
EOG092E0CXN	Protein-tyrosine phosphatase-like
EOG092E0CXU	Active Site:Proton donor
EOG092E0CXW	Autophagy-related protein 14
EOG092E0CY4	Glycoside hydrolase, family 5
EOG092E0CY7	RNA polymerase Rpc34
EOG092E0CYW	Histidine phosphatase superfamily
EOG092E0CZ8	Transmembrane:Helical
EOG092E0CZC	Cytoplasmic tRNA 2-thiolation protein 1
EOG092E0CZS	Similarity:Belongs to the 3-beta-HSD family.
EOG092E0CZW	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0D05	Mum2p
EOG092E0D07	Similarity:Contains FCP1 homology domain.
EOG092E0D0C	Transmembrane:Helical
EOG092E0D0I	DnaJ domain
EOG092E0D0Q	Arginine N-methyltransferase 2
EOG092E0D0S	Alpha/Beta hydrolase fold
EOG092E0D0U	WD40 repeat
EOG092E0D0W	Tryptophan synthase beta subunit-like PLP-dependent enzyme
EOG092E0D11	WD40 repeat
EOG092E0D18	Transmembrane:Helical
EOG092E0D1J	EEIG1/EHBP1 N-terminal domain
EOG092E0D1N	Homeodomain-like
EOG092E0D1S	RNA recognition motif domain
EOG092E0D1T	Leucine-rich repeat domain, L domain-like
EOG092E0D21	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0D25	Mitochondrial import inner membrane translocase subunit Tim54
EOG092E0D28	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
EOG092E0D2E	Transmembrane:Helical
EOG092E0D2T	ATPase, V0 complex, subunit d
EOG092E0D2V	Alcohol dehydrogenase superfamily, zinc-type
EOG092E0D32	Topoisomerase II-associated protein PAT1
EOG092E0D34	Zn(2)-C6 fungal-type DNA-binding domain
EOG092E0D35	Oxidoreductase, FAD-binding domain
EOG092E0D3I	RNA methyltransferase TrmH family
EOG092E0D40	Transmembrane:Helical
EOG092E0D41	Kae1/TsaD family
EOG092E0D42	Protein kinase domain
EOG092E0D46	Protein kinase domain
EOG092E0D4B	WH2 domain
EOG092E0D4P	Glutamate N-acetyltransferase
EOG092E0D4Q	Thiamine pyrophosphate enzyme, central domain
EOG092E0D55	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase, Trm7
EOG092E0D5A	Dihydroorotate dehydrogenase, class 1
EOG092E0D5V	Uncharacterised protein family UPF0363
EOG092E0D6E	GPN-loop GTPase
EOG092E0D6M	Transmembrane:Helical
EOG092E0D6O	Electron transfer flavoprotein, alpha subunit, C-terminal
EOG092E0D6P	Similarity:Belongs to the FPP/GGPP synthase family.
EOG092E0D6T	UbiA prenyltransferase family
EOG092E0D6Y	Translation protein, beta-barrel domain
EOG092E0D7P	Tyrosyl-tRNA synthetase
EOG092E0D7S	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
EOG092E0D7V	Malate dehydrogenase
EOG092E0D7Y	Adenosine kinase
EOG092E0D85	Pre-rRNA-processing protein IPI1/Testis-expressed sequence 10 protein
EOG092E0D8A	Arfaptin homology (AH) domain/BAR domain
EOG092E0D8D	Zn(2)-C6 fungal-type DNA-binding domain
EOG092E0D8E	Rad21/Rec8-like protein, C-terminal
EOG092E0D8O	Ubiquinol-cytochrome c chaperone, CBP3
EOG092E0D8P	Transmembrane:Helical
EOG092E0D95	Similarity:Contains SWIRM domain.
EOG092E0D9B	Transmembrane:Helical
EOG092E0D9D	Similarity:Contains SEC7 domain.
EOG092E0D9G	Modification methylase HemK
EOG092E0D9P	Myb-like domain
EOG092E0D9Q	Cdc37
EOG092E0D9T	Immunoglobulin E-set
EOG092E0DA4	Protein kinase domain
EOG092E0DA8	Transmembrane:Helical
EOG092E0DA9	Protein prenyltransferase, alpha subunit
EOG092E0DAB	Cell division cycle protein 123
EOG092E0DAD	Similarity:Contains t-SNARE coiled-coil homology domain.
EOG092E0DAG	Beta-ketoacyl synthase, N-terminal
EOG092E0DAS	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal
EOG092E0DAT	WD40 repeat
EOG092E0DAZ	Alpha/Beta hydrolase fold
EOG092E0DB8	Peptidase M14, carboxypeptidase A
EOG092E0DBJ	WLM domain
EOG092E0DBK	Ribosomal protein S5 domain 2-type fold
EOG092E0DBN	Similarity:Belongs to the RecA family.
EOG092E0DBZ	MBF and SBF-associated protein 2
EOG092E0DC1	Similarity:Contains 1 SH3 domain.
EOG092E0DC4	HAD hydrolase, subfamily IA
EOG092E0DCI	Methyltransferase-like
EOG092E0DCX	Ribose-phosphate pyrophosphokinase, N-terminal domain
EOG092E0DD0	Transcription activator GCR1-like domain
EOG092E0DD8	Arfaptin homology (AH) domain/BAR domain
EOG092E0DDA	Protein kinase domain
EOG092E0DDB	Hlr1p
EOG092E0DDE	Transmembrane:Helical
EOG092E0DDN	Similarity:Contains SWIRM domain.
EOG092E0DE1	Maintenance of mitochondrial morphology protein 1
EOG092E0DE2	tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote
EOG092E0DEE	RNA recognition motif domain
EOG092E0DEK	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DEM	S-formylglutathione hydrolase
EOG092E0DEQ	Ribosomal protein S5 domain 2-type fold
EOG092E0DET	Protein Sls1
EOG092E0DEU	Short-chain dehydrogenase/reductase SDR
EOG092E0DEY	Zinc finger, RING-type
EOG092E0DFE	AP endonuclease 2
EOG092E0DFJ	Transaldolase type 1
EOG092E0DFV	Transmembrane:Helical
EOG092E0DFY	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DGP	Zinc finger, C2H2
EOG092E0DGS	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DGX	Sas10/Utp3/C1D
EOG092E0DH6	Tetrahydrofolate dehydrogenase/cyclohydrolase
EOG092E0DH7	Transmembrane:Helical
EOG092E0DHH	Similarity:Belongs to the glycosyl hydrolase 17 family.
EOG092E0DHI	Transmembrane:Helical
EOG092E0DHK	Rossmann-like alpha/beta/alpha sandwich fold
EOG092E0DHS	Sterile alpha motif/pointed domain
EOG092E0DHV	Transmembrane:Helical
EOG092E0DI0	Similarity:Contains Arf-GAP domain.
EOG092E0DI1	Transmembrane:Helical
EOG092E0DI2	SAICAR synthetase/ADE2, N-terminal
EOG092E0DIB	Thymidylate synthase
EOG092E0DID	Rab-GTPase-TBC domain
EOG092E0DIK	Septin
EOG092E0DIP	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DIV	BSD domain
EOG092E0DJ7	Histone deacetylase domain
EOG092E0DJU	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DJZ	WD40 repeat
EOG092E0DKD	Ribosomal RNA adenine methylase transferase, N-terminal
EOG092E0DKE	Zinc finger, CCCH-type
EOG092E0DKH	Chromatin modification-related protein Eaf7/MRGBP
EOG092E0DKJ	Reduced growth phenotype protein 1
EOG092E0DKK	Transmembrane:Helical
EOG092E0DKM	Transmembrane:Helical
EOG092E0DKQ	Cyclin-D1-binding protein 1
EOG092E0DKV	Coatomer, epsilon subunit
EOG092E0DL3	Transmembrane:Helical
EOG092E0DL4	PUA domain
EOG092E0DL5	Ubiquitin activating enzyme, alpha domain
EOG092E0DL6	Exoribonuclease, phosphorolytic domain 1
EOG092E0DLC	Ornithine cyclodeaminase, N-terminal
EOG092E0DLI	Transmembrane:Helical
EOG092E0DLM	Thioredoxin reductase
EOG092E0DLN	Actin-related protein 2/3 complex subunit 2
EOG092E0DME	Ribosomal protein S35, mitochondrial
EOG092E0DMI	Zinc finger, C2H2
EOG092E0DMQ	Transmembrane:Helical
EOG092E0DN4	Zinc finger, HIT-type
EOG092E0DN8	Methylthioribose-1-phosphate isomerase
EOG092E0DNK	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DNL	Similarity:Contains 2 PH domains.
EOG092E0DNR	Basic-leucine zipper domain
EOG092E0DNU	Sirtuin family, catalytic core domain
EOG092E0DNW	Bacterial surface antigen (D15)
EOG092E0DO5	transcription factor IME1
EOG092E0DO6	DNA replication/checkpoint protein
EOG092E0DO9	Nucleotide exchange factor Sil1, fungi
EOG092E0DOC	Putative SAM-dependent methyltransferase
EOG092E0DOJ	Mitochondrial resolvase Ydc2, catalytic
