ortho_cluster;name_cluster
EOG092C4Y0S;DNA-directed RNA polymerase III subunit Rpc5
EOG092C4Y26;Autophagy-related protein 1010
EOG092C4Y4I;Ribosomal protein S4/S9
EOG092C4Y4L;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG092C4YBD;Urease accessory protein UreF
EOG092C4YD9;Tat binding protein 1-interacting
EOG092C4YDK;Thioredoxin-like fold
EOG092C4YDM;Protein YOP1
EOG092C4YJQ;Meiotically up-regulated gene 35 protein
EOG092C4YL3;60S ribosomal protein L20
EOG092C4YMK;Hydroxyacylglutathione hydrolase
EOG092C4YMP;Protein of unknown function DUF1770, fungi
EOG092C4YPO;Similarity:Contains CRIB domain.
EOG092C4YQJ;Translationally controlled tumour protein
EOG092C4YVR;Ubiquitin-conjugating enzyme/RWD-like
EOG092C4YXP;Transmembrane:Helical
EOG092C4YXR;sequence orphan
EOG092C4YZC;Transmembrane:Helical
EOG092C4Z12;Short-chain dehydrogenase/reductase SDR
EOG092C4Z2F;MD-2-related lipid-recognition domain
EOG092C4Z2R;DnaJ domain
EOG092C4Z3K;Transmembrane:Helical
EOG092C4Z3Q;rRNA-processing protein EFG1
EOG092C4Z53;sequence orphan
EOG092C4Z60;Dual specificity phosphatase
EOG092C4Z7K;WRB/Get1 family
EOG092C4Z81;SWI/SNF complex subunit Snf30
EOG092C4ZA7;Ribosomal protein S5 domain 2-type fold, subgroup
EOG092C4ZAB;Ribonuclease H-like domain
EOG092C4ZB8;WH2 domain
EOG092C4ZCG;Phosphoribosylglycinamide formyltransferase
EOG092C4ZD4;Mediator complex, subunit Med27
EOG092C4ZF5;Prefoldin
EOG092C4ZFA;XLF family
EOG092C4ZG9;Similarity:Contains 3 KH domains.
EOG092C4ZGK;Phox homologous domain
EOG092C4ZN4;Ribonuclease H-like domain
EOG092C4ZNB;Mediator complex, subunit Med10
EOG092C4ZNW;Transmembrane:Helical
EOG092C4ZPD;Actin-related protein 2/3 complex subunit 5
EOG092C4ZUJ;Peptidase S26B
EOG092C4ZVL;Ribosomal protein S8e/ribosomal biogenesis NSA2
EOG092C4ZX0;Transmembrane:Helical
EOG092C4ZXA;Ubiquitin carboxyl-terminal hydrolase
EOG092C4ZZU;Ribosomal protein L24
EOG092C505P;sequence orphan
EOG092C5071;Similarity:Contains 6 ANK repeats.
EOG092C507G;Mde2 protein
EOG092C508L;Small GTPase superfamily, ARF type
EOG092C5090;Similarity:Contains G-patch domain.
EOG092C509P;Ribosomal protein L15
EOG092C50AY;Cytidine deaminase-like
EOG092C50CY;GLEYA adhesin domain
EOG092C50DB;Histone-fold
EOG092C50HO;Alpha/Beta hydrolase fold
EOG092C50I9;Similarity:Contains MHD (mu homology) domain.
EOG092C50KF;DNA polymerase delta, subunit 4
EOG092C50L6;GINS complex
EOG092C50NM;Transmembrane:Helical
EOG092C50NZ;Transmembrane:Helical
EOG092C50OL;Ubiquitin-conjugating enzyme E2
EOG092C50PJ;Ribosomal protein S5/S7
EOG092C50RS;Acyl-CoA N-acyltransferase
EOG092C50TH;Snf7 family
EOG092C50U8;sequence orphan
EOG092C50UF;Transmembrane:Helical
EOG092C50UJ;P-loop containing nucleoside triphosphate hydrolase
EOG092C50VP;Nucleotide-binding alpha-beta plait domain
EOG092C50WB;Chaperone, endoplasmic reticulum protein-folding, fungi
EOG092C50WG;Transmembrane:Helical
EOG092C50WH;Transmembrane:Helical
EOG092C50WM;sequence orphan
EOG092C511F;TLDc domain
EOG092C5126;Ribosomal protein S5 domain 2-type fold
EOG092C512O;HotDog domain
EOG092C5131;mRNA splicing factor Cwf21 domain
EOG092C513S;Aminoacyl-tRNA synthetase, class II
EOG092C51AW;Transmembrane:Helical
EOG092C51B1;Histone-fold
EOG092C51BK;Transmembrane:Helical
EOG092C51C5;Zinc finger, RING-type
EOG092C51EG;Transmembrane:Helical
EOG092C51EZ;Transmembrane:Helical
EOG092C51H9;Transmembrane:Helical
EOG092C51J9;Ribose 5-phosphate isomerase, type A
EOG092C51JA;Zinc finger, HIT-type
EOG092C51LH;PIN domain
EOG092C51MM;Transmembrane:Helical
EOG092C51RG;Protein of unknown function DUF866, eukaryotic
EOG092C51RW;Methylthioribulose-1-phosphate dehydratase
EOG092C51SK;Mitochondrial ribosomal protein S25
EOG092C51T0;Transmembrane:Helical
EOG092C51T5;Transmembrane:Helical
EOG092C51YL;DNA glycosylase
EOG092C523G;Inosine triphosphate pyrophosphatase
EOG092C5246;von Willebrand factor, type A
EOG092C524D;Zinc finger, DHHC-type, palmitoyltransferase
EOG092C529D;RNA recognition motif 2
EOG092C52AB;Transmembrane:Helical
EOG092C52AJ;Peptidase S26A, signal peptidase I
EOG092C52B2;Ribosomal protein S18
EOG092C52DU;Clathrin light chain
EOG092C52EI;Plus-3 domain
EOG092C52IO;sequence orphan
EOG092C52JO;PPM-type phosphatase domain
EOG092C52L9;Nucleoside 2-deoxyribosyltransferase
EOG092C52LO;DNA methylase, N-6 adenine-specific, conserved site
EOG092C52O8;OPI10 family
EOG092C52PF;Transmembrane:Helical
EOG092C52QV;DNA replication complex GINS protein Psf2
EOG092C52RN;Similarity:Belongs to the Tom20 family.
EOG092C52S2;Nuclear transport factor 2, eukaryote
EOG092C52S9;Meiotically up-regulated gene 165 protein
EOG092C52SD;Peptidyl-prolyl cis-trans isomerase
EOG092C52SS;RNA recognition motif domain
EOG092C52TY;Transmembrane:Helical
EOG092C52U0;Meiotically up-regulated gene 117 protein
EOG092C52WY;Tetratricopeptide repeat
EOG092C52XD;Ribosome maturation protein SBDS, N-terminal
EOG092C52ZS;Golgin subfamily A member 7/ERF4
EOG092C531B;Sorting assembly machinery 35 kDa subunit
EOG092C534O;U6 snRNA phosphodiesterase Usb1
EOG092C537Y;Ribosomal protein L21e
EOG092C538X;Phosphoribosyltransferase-like
EOG092C539P;Protein of unknown function DUF2034
EOG092C53BP;Exosome complex component CSL4
EOG092C53CU;Transmembrane:Helical
EOG092C53HN;Transmembrane:Helical
EOG092C53IH;Transmembrane:Helical
EOG092C53JE;Profilin
EOG092C53NZ;Cell wall protein YJL171C/Tos1
EOG092C53PI;Ribosomal protein L5
EOG092C53QF;sequence orphan
EOG092C53VE;Transmembrane:Helical
EOG092C53VP;Ribosomal protein L13e
EOG092C53W5;Flavodoxin-like fold
EOG092C541F;DJ-1/PfpI
EOG092C544Q;Transmembrane:Helical
EOG092C5461;Pre-rRNA-processing protein TSR2
EOG092C546H;Ribosomal protein L27
EOG092C546X;sequence orphan
EOG092C5487;Zinc finger, PARP-type
EOG092C54AQ;Similarity:Belongs to the ribosomal protein L11P family.
EOG092C54BV;Mitochondrial glycoprotein
EOG092C54E5;ATPase, V1/A1 complex, subunit E
EOG092C54EM;DNA glycosylase, G/T mismatch
EOG092C54JK;D-aminoacyl-tRNA deacylase DTD
EOG092C54ME;mug123 protein
EOG092C54MY;XAP5 protein
EOG092C54PA;Zinc finger, RING/FYVE/PHD-type
EOG092C54Q0;S-phase kinase-associated protein 1
EOG092C54Q4;Alpha/beta knot methyltransferases
EOG092C54QC;ERV/ALR sulfhydryl oxidase domain
EOG092C54QW;Pyridoxamine 5'-phosphate oxidase
EOG092C54SY;Glucosamine/galactosamine-6-phosphate isomerase
EOG092C54T5;Smr domain
EOG092C54TD;Glutamine amidotransferase
EOG092C54VQ;Rab-GTPase-TBC domain
EOG092C54X6;Mediator complex, subunit Med6
EOG092C54X8;conserved fungal protein
EOG092C54XZ;Anamorsin
EOG092C54ZV;CAP Gly-rich domain
EOG092C550C;Similarity:Contains 1 SH3 domain.
EOG092C550Z;Dim1 family
EOG092C5518;Ribosomal protein S13
EOG092C554R;Coenzyme Q-binding protein COQ10, START domain
EOG092C556I;Serine/threonine-protein kinase Rio1
EOG092C556R;Similarity:Contains ARID domain.
EOG092C558I;Similarity:Contains G-patch domain.
EOG092C55B4;Similarity:Belongs to the ribosomal protein L22P family.
EOG092C55CV;Ribosomal protein S8
EOG092C55DH;Acyl-CoA N-acyltransferase
EOG092C55FZ;Zinc finger, U1-type
EOG092C55J6;UPF0653 protein C607.02c
EOG092C55LY;PPPDE putative peptidase domain
EOG092C55M9;conserved fungal mitochondrial protein
EOG092C55OG;Fyv7/TAP26
EOG092C55QK;Transcription initiation factor TAFII31
EOG092C55QM;Similarity:Contains 2 ANK repeats.
EOG092C55W0;Snf7 family
EOG092C55WF;Haemerythrin-like
EOG092C55WO;Transmembrane:Helical
EOG092C55X0;Uncharacterized transcriptional regulatory protein C2H10.01
EOG092C55XT;Transcription factor CBF/NF-Y/archaeal histone domain
EOG092C55YD;Kinetochore subunit NKP2
EOG092C55YH;Proteasome component (PCI) domain
EOG092C5612;FeS cluster insertion protein
EOG092C5620;Similarity:Contains G-patch domain.
EOG092C5628;Centromere protein Scm3/HJURP
EOG092C564I;Transmembrane:Helical
EOG092C565D;sequence orphan
EOG092C567C;Transmembrane:Helical
EOG092C56A1;LsmAD domain
EOG092C56A3;Alpha/beta knot methyltransferases
EOG092C56BX;Ribosomal protein S4/S9
EOG092C56EC;Transcription factor IIA, alpha/beta subunit
EOG092C56GL;VPS4-associated protein 1
EOG092C56L4;Magnesium-dependent phosphatase-1, eukaryotic type
EOG092C56LK;Uncharacterized protein C21B10.08c
EOG092C56RQ;Cytochrome c, class IA/ IB
EOG092C56W9;HMG box-containing protein C10F6.08c
EOG092C56Z0;Transmembrane:Helical
EOG092C56ZC;Ubiquitin-conjugating enzyme E2-binding protein
EOG092C570C;sequence orphan
EOG092C5712;Transmembrane:Helical
EOG092C571J;upstream activation factor complex subunit Acr1
EOG092C571P;Conserved oligomeric Golgi complex, subunit 2, N-terminal
EOG092C572J;Transmembrane:Helical
EOG092C573E;6,7-dimethyl-8-ribityllumazine synthase
EOG092C573I;2',3'-cyclic-nucleotide 3'-phosphodiesterase
EOG092C5762;Ribosomal protein L6
EOG092C576N;Similarity:Contains TLC (TRAM/LAG1/CLN8) domain.
EOG092C5786;Similarity:Belongs to the ribosomal protein L15P family.
EOG092C578I;Superoxide dismutase, copper/zinc binding domain
EOG092C579Z;Pre-mRNA splicing factor
EOG092C57BY;transcriptional activator, MBF subunit Rep2
EOG092C57CP;Structure-specific endonuclease subunit Slx4
EOG092C57DD;mRNA splicing factor, Cwf18
EOG092C57HR;CDK inhibitor Rum1
EOG092C57J7;G10 protein
EOG092C57KJ;Tethering factor for nuclear proteasome Cut8/Sts1
EOG092C57KP;Ribonuclease HII/HIII
EOG092C57MD;Translation machinery-associated protein 22
EOG092C57MT;Transmembrane:Helical
EOG092C57O4;Nascent polypeptide-associated complex subunit alpha
EOG092C57PE;Nucleotide-binding alpha-beta plait domain
EOG092C57QU;BAG domain
EOG092C57T2;RNase P, subunit Pop3
EOG092C57XQ;Ribosomal protein S16
EOG092C57ZC;RNA polymerase, Rpb8
EOG092C580G;Transmembrane:Helical
EOG092C580H;Similarity:Contains 1 ANK repeat.
EOG092C584B;Transmembrane:Helical
EOG092C584G;SNU66/SART1 family
EOG092C584K;Peptide methionine sulfoxide reductase
EOG092C585A;Translation initiation factor SUI1
EOG092C5866;Meiotically up-regulated gene 37 protein
EOG092C586D;Replication fork protection component Swi3
EOG092C586F;Ribonuclease III domain
EOG092C589Z;Similarity:Contains ADF-H domain.
EOG092C58AK;Transmembrane:Helical
EOG092C58AR;PH domain-like
EOG092C58B9;sequence orphan
EOG092C58JD;Meiotic nuclear division protein 1
EOG092C58LL;Similarity:Belongs to the ribosomal protein S12P family.
EOG092C58M7;Transmembrane:Helical
EOG092C58M8;sequence orphan
EOG092C58MN;Protein of unknown function DUF1665
EOG092C58OI;Similarity:Belongs to the ribosomal protein S17P family.
EOG092C58PO;Ribosomal protein L10P
EOG092C58SI;Ribosomal protein L9, N-terminal
EOG092C58TX;Nascent polypeptide-associated complex subunit beta
EOG092C58X3;ESCRT-II complex, vps25 subunit
EOG092C58XB;Transmembrane:Helical
EOG092C58YO;Transmembrane:Helical
EOG092C592A;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092C592G;Kinetochore Mis14
EOG092C594H;sequence orphan
EOG092C596T;Extender of the chronological lifespan protein 2
EOG092C598O;Protein yippee-like
EOG092C599N;conserved fungal protein
EOG092C599Y;Transmembrane:Helical
EOG092C59AQ;Pre-mRNA-splicing factor  Cwf15/Cwc15
EOG092C59B9;Chromatin assembly factor 1 subunit A
EOG092C59CG;Ribosomal protein S8e
EOG092C59EY;sequence orphan
EOG092C59G3;Asparagine synthase
EOG092C59HA;DASH complex subunit Spc34
EOG092C59HX;Transmembrane:Helical
EOG092C59JG;DASH complex subunit Dad2
EOG092C59LG;AP complex, mu/sigma subunit
EOG092C59MV;Similarity:Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family.
EOG092C59NU;Zinc finger, CCCH-type
EOG092C59OH;Ribosomal protein L13
EOG092C59RA;DNA-directed RNA polymerase, M/15kDa subunit
EOG092C59RB;Transmembrane:Helical
EOG092C59TQ;THO complex subunit 7/Mft1
EOG092C59TY;Ribosome biogenesis protein Nop16
EOG092C59UA;Ribosomal protein S11
EOG092C59UM;Transmembrane:Helical
EOG092C59UX;Cytochrome c oxidase, subunit VIa
EOG092C59YB;Transmembrane:Helical
EOG092C59Z0;Apolipoprotein O//MICOS complex subunit Mic27
EOG092C59Z6;Transmembrane:Helical
EOG092C5A02;MBF complex negative regulatory component Yox1
EOG092C5A0U;Proteasome maturation factor UMP1
EOG092C5A2K;Transmembrane:Helical
EOG092C5A64;RNA recognition motif domain
EOG092C5A9A;RNA polymerase subunit, RPB6/omega
EOG092C5A9T;sequence orphan
EOG092C5ACJ;Basic-leucine zipper domain
EOG092C5AG7;Similarity:Belongs to the ribosomal protein L14P family.
EOG092C5AHH;Transmembrane:Helical
EOG092C5AHK;RAVE complex subunit Rav2
EOG092C5AJ6;Glyoxalase I
EOG092C5ALT;mRNA splicing factor SYF2
EOG092C5AN7;Transmembrane:Helical
EOG092C5AN8;Ribosome maturation protein SBDS, N-terminal
EOG092C5AQ0;Prefoldin
EOG092C5AR8;CWC16 protein
EOG092C5AT4;sequence orphan
EOG092C5ATD;RNA recognition motif domain
EOG092C5AUQ;Mago nashi protein
EOG092C5AV0;60S ribosomal protein L6
EOG092C5AYG;Transcription factor  Iwr1
EOG092C5B04;RNA recognition motif domain
EOG092C5B07;Similarity:Contains 2 ANK repeats.
EOG092C5B1G;Polysaccharide biosynthesis domain
EOG092C5B1P;Transmembrane:Helical
EOG092C5B6S;Histone H3/CENP-A
EOG092C5BA9;EVE domain
EOG092C5BB6;Similarity:Contains 1 SET domain.
EOG092C5BBQ;SWIM domain containing-Srs2 interacting protein 1
EOG092C5BF9;sequence orphan
EOG092C5BFR;NIF system FeS cluster assembly, NifU, N-terminal
EOG092C5BH6;sequence orphan
EOG092C5BHK;Target SNARE coiled-coil homology domain
EOG092C5BJ9;Meiotically up-regulated gene 163 protein/YGR053C
EOG092C5BJC;Snf7 family
EOG092C5BJR;Short-chain dehydrogenase/reductase SDR
EOG092C5BLV;sequence orphan
EOG092C5BNI;sequence orphan
EOG092C5BQ5;Protein of unknown function DUF3128
EOG092C5BQI;Thioredoxin-like fold
EOG092C5BQT;meiotic recombination protein Rec6
EOG092C5BRQ;CWC16 protein
EOG092C5BSI;Ribosomal protein L23/L15e core domain
EOG092C5BSS;Histone-fold
EOG092C5BU6;Transmembrane:Helical
EOG092C5BWQ;Hepatocellular carcinoma-associated antigen 59
EOG092C5BYK;Zinc finger, AN1-type
EOG092C5BZ8;Ribosome biogenesis protein
EOG092C5C59;Ubiquitin domain
EOG092C5C6F;Transmembrane:Helical
EOG092C5CE2;Protein YIP
EOG092C5CE5;Transmembrane:Helical
EOG092C5CE8;Uncharacterized protein C13E7.07
EOG092C5CG9;Mitochondrial glycoprotein
EOG092C5CGB;Ribonuclease P/MRP protein subunit
EOG092C5CGU;Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
EOG092C5CJ3;Ribonuclease H2, subunit C
EOG092C5CQ3;CS domain
EOG092C5CQA;ATPase, F1 complex, delta/epsilon subunit
EOG092C5CYS;Similarity:Contains FCP1 homology domain.
EOG092C5CZ0;Transmembrane:Helical
EOG092C5D3W;mug22 protein
EOG092C5D43;sequence orphan
EOG092C5D4H;Zinc finger, C2H2-like
EOG092C5D4J;Transmembrane:Helical
EOG092C5DAQ;PWI domain
EOG092C5DBH;Ribosomal protein S5 domain 2-type fold
EOG092C5DEL;Protein of unknown function DUF4588
EOG092C5DG5;Cyclophilin-type peptidyl-prolyl cis-trans isomerase
EOG092C5DHN;Transmembrane:Helical
EOG092C5DJJ;Similarity:Belongs to the ribosomal protein S8P family.
EOG092C5DJX;Zinc finger, DPH-type
EOG092C5DK0;Ribosomal protein S13
EOG092C5DKH;Similarity:Contains 2 C2 domains.
EOG092C5DKS;Autophagy-related protein 3
EOG092C5DNC;Glycosyl transferase, family 28, C-terminal
EOG092C5DRF;bouquet formation protein Bqt1
EOG092C5DS5;V-ATPase proteolipid subunit
EOG092C5DTV;Anaphase-promoting complex, subunit 10/DOC domain
EOG092C5DUX;Transmembrane:Helical
EOG092C5DVA;Protein-S-isoprenylcysteine O-methyltransferase
EOG092C5DVJ;Similarity:Belongs to the cyclin family.
EOG092C5DXC;Transmembrane:Helical
EOG092C5DYR;Similarity:Contains 1 S1-like domain.
EOG092C5DZC;Bud13
EOG092C5E1N;U1 small nuclear ribonucleoprotein C
EOG092C5E20;Rhodanese-like domain
EOG092C5E29;AhpD-like
EOG092C5E44;meiotic recombination protein Rec15
EOG092C5E45;Similarity:Belongs to the ribosomal protein S19P family.
EOG092C5E4S;Ubiquitin domain
EOG092C5E5Z;Ribosomal protein L32e
EOG092C5E6X;Transmembrane:Helical
EOG092C5E72;PDZ domain
EOG092C5E75;Lysine methyltransferase
EOG092C5E8M;Chromatin modification-related protein Eaf6
EOG092C5E8S;Histidine triad (HIT) protein
EOG092C5E90;Zinc finger, DNL-type
EOG092C5E92;Sybindin-like protein
EOG092C5E9K;DNA-directed RNA polymerase I complex subunit Rpa34 (predicted)
EOG092C5EBF;Signal recognition particle, SRP9/SRP14 subunit
EOG092C5EC9;tRNA wybutosine-synthesizing protein
EOG092C5EE4;conserved fungal protein
EOG092C5EEC;CDP-alcohol phosphatidyltransferase
EOG092C5EN7;Transmembrane:Helical
EOG092C5EOF;Transmembrane:Helical
EOG092C5EPR;Zinc finger, CHY-type
EOG092C5EQR;Frataxin
EOG092C5ER2;High mobility group box domain
EOG092C5EV8;Translation elongation factor EF1B/ribosomal protein S6
EOG092C5F1Q;Riboflavin kinase
EOG092C5F1Z;Sde2 N-terminal domain
EOG092C5F2W;Ribonucleotide reductase inhibitor
EOG092C5F8H;NTF2-like domain
EOG092C5F8Y;tRNA intron endonuclease, catalytic domain-like
EOG092C5FBK;Sin3 associated polypeptide p18
EOG092C5FCL;Similarity:Contains G-patch domain.
EOG092C5FD8;RNA recognition motif domain
EOG092C5FEA;Protein-tyrosine phosphatase, low molecular weight
EOG092C5FG0;Transmembrane:Helical
EOG092C5FIN;Transmembrane:Helical
EOG092C5FK9;Ribosomal protein L22e
EOG092C5FKR;sporulation specific protein Spo13
EOG092C5FPP;Ribosomal protein S21
EOG092C5FRF;Spo11/DNA topoisomerase VI subunit A
EOG092C5FSP;sequence orphan
EOG092C5FTT;Protein yippee-like
EOG092C5FUM;Endosulphine
EOG092C5FWF;Borealin, N-terminal
EOG092C5G05;Ribosomal protein S12e
EOG092C5G0E;Golgi SNAP receptor complex, subunit 1
EOG092C5G2T;Transmembrane:Helical
EOG092C5G2Z;Transmembrane:Helical
EOG092C5G3G;Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal domain
EOG092C5G5Q;Meiotically up-regulated protein PB1A10.08
EOG092C5GEK;Transmembrane:Helical
EOG092C5GEN;Ribosomal protein L2 domain 2
EOG092C5GHY;Transmembrane:Helical
EOG092C5GIA;Ribosomal biogenesis regulatory protein
EOG092C5GIE;Transmembrane:Helical
EOG092C5GIM;PH domain-like
EOG092C5GIP;telomere-protecting protein
EOG092C5GJN;Transmembrane:Helical
EOG092C5GKP;Transmembrane:Helical
EOG092C5GL0;sequence orphan
EOG092C5GMI;Transmembrane:Helical
EOG092C5GNH;Transcription factor TFIIIC, tau55-related
EOG092C5GPR;Transmembrane:Helical
EOG092C5GR9;Prefoldin
EOG092C5GRR;Transmembrane:Helical
EOG092C5GTO;Nuclear transport factor 2
EOG092C5GVA;kinetochore protein fta3
EOG092C5GX1;Mitochondrial pyruvate carrier
EOG092C5GX4;Similarity:Belongs to the ribosomal protein L11P family.
EOG092C5GXJ;Adenylate kinase isoenzyme 6
EOG092C5GYG;Nucleotide exchange factor Fes1
EOG092C5GZH;Transmembrane:Helical
EOG092C5H2T;meiotic cohesin complex associated protein Moa1
EOG092C5H47;60S ribosomal protein L36
EOG092C5H4M;Transmembrane:Helical
EOG092C5H62;RNA recognition motif domain
EOG092C5H6A;Transmembrane:Helical
EOG092C5H9M;Hydroxyisourate hydrolase
EOG092C5HB8;Autophagy-related protein
EOG092C5HBA;Transmembrane:Helical
EOG092C5HCH;FMN-binding split barrel
EOG092C5HF0;YEATS
EOG092C5HFX;Chromatin modification-related protein Eaf7/MRGBP
EOG092C5HJV;small histone ubiquitination factor Shf1
EOG092C5HMT;INO80 complex, subunit Ies4
EOG092C5HNQ;Thioredoxin-like fold
EOG092C5HP4;General transcription factor TFIIH, subunit Tfb6
EOG092C5HPN;sequence orphan
EOG092C5HRI;Ribosomal protein S17e
EOG092C5HW8;Actin-related protein 2/3 complex subunit 4
EOG092C5HXV;GTP binding domain
EOG092C5HXW;Chromatin SPT2
EOG092C5I2D;Transmembrane:Helical
EOG092C5I2M;Translation initiation factor 3
EOG092C5IDE;DASH complex subunit Dad1
EOG092C5IE8;mitochondrial mRNA processing protein Cox24 (predicted)
EOG092C5IH3;Transmembrane:Helical
EOG092C5IJQ;Succinate dehydrogenase assembly factor 2, mitochondrial
EOG092C5IKP;Homeobox domain
EOG092C5IOG;Uncharacterised protein family UPF0538
EOG092C5IPN;Mitochondrial import inner membrane translocase subunit Tim10/Tim12
EOG092C5IR5;anaphase-promoting complex subunit Apc15
EOG092C5IRE;Zinc finger, DPH-type
EOG092C5IRK;Transmembrane:Helical
EOG092C5ISA;Ribosomal protein S14
EOG092C5ISN;Ribosomal protein L27e
EOG092C5IWQ;Uncharacterized transcriptional regulatory protein C56F2.05c
EOG092C5IZ3;Signal transduction histidine kinase, phosphotransfer (Hpt) domain
EOG092C5J1L;sequence orphan
EOG092C5J5Y;GNAT domain
EOG092C5J6K;Transmembrane:Helical
EOG092C5JAP;meiotic recombination protein Rec25
EOG092C5JK1;ACN9
EOG092C5JLR;Peptidase S8 propeptide/proteinase inhibitor I9
EOG092C5JMR;UPF0428 family
EOG092C5JQL;Transcription initiation Spt4
EOG092C5JTB;sequence orphan
EOG092C5JTG;Protein of unknown function DUF4452
EOG092C5JV9;Prefoldin
EOG092C5JYL;hypothetical protein
EOG092C5K3N;Ribosomal RNA-processing protein 14, N-terminal
EOG092C5K7L;Transmembrane:Helical
EOG092C5K82;Ubiquitin-like protein Atg12
EOG092C5K8B;Caffeine-induced death protein 2
EOG092C5K9P;bouquet formation protein Bqt2
EOG092C5KAA;Prefoldin
EOG092C5KCW;Transmembrane:Helical
EOG092C5KDG;Ribosomal protein L13
EOG092C5KDU;Mediator complex, subunit Med7
EOG092C5KFB;Transcription initiation factor IIA, gamma subunit
EOG092C5KL4;Transmembrane:Helical
EOG092C5KVN;Proteasome assembly chaperone 4
EOG092C5KWN;sequence orphan
EOG092C5KXX;Translation initiation factor 1A (eIF-1A)
EOG092C5KY2;recombination protein Saw1 (predicted)
EOG092C5KYC;Ribosomal protein L34
EOG092C5L1U;Ubiquitin-conjugating enzyme E2
EOG092C5L2Y;Ribosomal protein L34Ae
EOG092C5L3K;Protein of unknown function DUF4598
EOG092C5L5L;Winged helix-turn-helix DNA-binding domain
EOG092C5L7Q;ATPase, V1 complex, subunit F
EOG092C5LAJ;Transmembrane:Helical
EOG092C5LD9;Ino80 complex subunit Iec5
EOG092C5LHA;Heat shock factor binding 1
EOG092C5LIC;Trafficking protein particle complex subunit 2
EOG092C5LJT;Transmembrane:Helical
EOG092C5LKY;NADPH-dependent FMN reductase-like
EOG092C5LN8;Uncharacterized membrane protein C27F1.10
EOG092C5LQM;Ribosomal protein L30e
EOG092C5LSV;Similarity:Belongs to the ribosomal protein S19P family.
EOG092C5LTS;Ribosomal protein L24e domain
EOG092C5LWE;FeS cluster biogenesis
EOG092C5LWQ;P-factor pheromone Map2
EOG092C5LWV;Ubiquinol-cytochrome c chaperone, CBP3
EOG092C5LYS;M-phase phosphoprotein 6
EOG092C5M0U;Cytochrome b-c1 complex subunit 7
EOG092C5M12;Zinc finger, C2H2, LYAR-type
EOG092C5M7T;SAP30-binding protein
EOG092C5M89;Longin-like domain
EOG092C5M8C;Peptidyl-tRNA hydrolase
EOG092C5MBB;Protein of unknown function DUF5102
EOG092C5MC2;Ribosomal protein MRP10, mitochondrial
EOG092C5MDH;Small GTPase superfamily
EOG092C5MH0;SAGA complex, Sgf11 subunit
EOG092C5MJO;INO80 complex subunit 3
EOG092C5MJS;Ribosomal protein L35A
EOG092C5MK5;Transmembrane:Helical
EOG092C5MKI;Superoxide dismutase 1 copper chaperone
EOG092C5MLH;Ribosomal protein S24e
EOG092C5MM4;Transmembrane:Helical
EOG092C5MNN;Tctex-1
EOG092C5MPC;Cell division protein Cdc14
EOG092C5MPO;Eukaryotic rRNA processing
EOG092C5MQN;Cytochrome c oxidase, subunit VIb
EOG092C5MSJ;Transmembrane:Helical
EOG092C5MSZ;Protein of unknown function DUF3807
EOG092C5MWV;sequence orphan
EOG092C5N1C;Dynein light chain, type 1/2
EOG092C5N1Z;sequence orphan
EOG092C5N2T;GroES chaperonin family
EOG092C5N3G;sequence orphan
EOG092C5N3X;Ubiquitin domain
EOG092C5N4H;securin, sister chromatid separation inhibitor
EOG092C5N5Y;Transmembrane:Helical
EOG092C5N82;PDCD5-related protein
EOG092C5NA9;Fumarate lyase, N-terminal
EOG092C5NAC;HSP20-like chaperone
EOG092C5NER;Life-span regulatory factor
EOG092C5NFY;Ribosomal protein S19e
EOG092C5NGY;Transmembrane:Helical
EOG092C5NHE;Transmembrane:Helical
EOG092C5NHG;Transmembrane:Helical
EOG092C5NHS;Cyclophilin-type peptidyl-prolyl cis-trans isomerase
EOG092C5NIZ;sequence orphan
EOG092C5NJB;UPF0768 protein C1952.04c
EOG092C5NJO;Ribosomal protein L7/L12
EOG092C5NLC;RNA polymerase II, Rpb4
EOG092C5NRT;Meiotically up-regulated gene 103 protein
EOG092C5NUG;IGR protein motif
EOG092C5NUZ;DASH complex subunit Ask1
EOG092C5NWE;Transmembrane:Helical
EOG092C5NWH;Ribosomal protein S27/S33, mitochondrial
EOG092C5NWI;Transmembrane:Helical
EOG092C5NY9;Enhancer of rudimentary
EOG092C5NYN;sequence orphan
EOG092C5NZ3;Transmembrane:Helical
EOG092C5O11;Cytochrome c oxidase, subunit Va/VI
EOG092C5O14;Similarity:Contains ADF-H domain.
EOG092C5O28;Cytochrome c oxidase assembly protein PET191
EOG092C5O2N;Ribosomal protein L29
EOG092C5O2T;Prefoldin
EOG092C5O31;Transmembrane:Helical
EOG092C5O3E;GRIP and coiled-coil domain-containing protein C365.11
EOG092C5O76;Ribosomal protein L32p
EOG092C5O8J;sequence orphan
EOG092C5OAL;Ribosomal protein S10
EOG092C5OCV;ubiquitin-like protein
EOG092C5OG5;Ubiquitin 3 binding protein But2, C-terminal
EOG092C5OO3;Uncharacterised protein family UPF0434/Trm112
EOG092C5OOK;Transmembrane:Helical
