id_Uniprot;id_ENSEMBL;protein_recommended_name;id_pfam
MLH1_HUMAN;ENSG00000076242;DNA mismatch repair protein Mlh1;PF01119|PF16413
MLH3_HUMAN;ENSG00000119684;DNA mismatch repair protein Mlh3;PF01119|PF08676
MLIP_HUMAN;ENSG00000146147;Muscular LMNA-interacting protein;PF15274
MLKL_HUMAN;ENSG00000168404;Mixed lineage kinase domain-like protein;PF07714
MLP3A_HUMAN;ENSG00000101460;Microtubule-associated proteins 1A/1B light chain 3A;PF02991
MLP3B_HUMAN;ENSG00000140941;Microtubule-associated proteins 1A/1B light chain 3B;PF02991
MLP3C_HUMAN;ENSG00000197769;Microtubule-associated proteins 1A/1B light chain 3C;PF02991
MLRA_HUMAN;ENSG00000106631;Myosin regulatory light chain 2, atrial isoform;PF13499
MLRS_HUMAN;ENSG00000180209;Myosin regulatory light chain 2, skeletal muscle isoform;PF13405
MLRV_HUMAN;ENSG00000111245;Myosin regulatory light chain 2, ventricular/cardiac muscle isoform;PF13405
MLXIP_HUMAN;ENSG00000175727;MLX-interacting protein;PF00010
MLXPL_HUMAN;ENSG00000009950;Carbohydrate-responsive element-binding protein;PF00010
MLX_HUMAN;ENSG00000108788;Max-like protein X;PF00010
MMAB_HUMAN;ENSG00000139428;Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial;PF01923
MMAC_HUMAN;ENSG00000132763;Methylmalonic aciduria and homocystinuria type C protein;PF16690
MMAD_HUMAN;ENSG00000168288;Methylmalonic aciduria and homocystinuria type D protein, mitochondrial;PF10229
MMEL1_HUMAN;ENSG00000142606;Membrane metallo-endopeptidase-like 1;PF01431|PF05649
MMGT1_HUMAN;ENSG00000169446;Membrane magnesium transporter 1;PF10270
MMP10_HUMAN;ENSG00000166670;Stromelysin-2;PF00045|PF00413|PF01471
MMP11_HUMAN;ENSG00000099953;Stromelysin-3;PF00045|PF00413
MMP12_HUMAN;ENSG00000262406;Macrophage metalloelastase;PF00045|PF00413|PF01471
MMP13_HUMAN;ENSG00000137745;Collagenase 3;PF00045|PF00413|PF01471
MMP14_HUMAN;ENSG00000157227;Matrix metalloproteinase-14;PF11857|PF00045|PF00413|PF01471
MMP15_HUMAN;ENSG00000102996;Matrix metalloproteinase-15;PF11857|PF00045|PF00413|PF01471
MMP16_HUMAN;ENSG00000156103;Matrix metalloproteinase-16;PF11857|PF00045|PF00413|PF01471
MMP17_HUMAN;ENSG00000198598;Matrix metalloproteinase-17;PF00045|PF00413|PF01471
MMP19_HUMAN;ENSG00000123342;Matrix metalloproteinase-19;PF00045|PF00413|PF01471
MMP1_HUMAN;ENSG00000196611;Interstitial collagenase;PF00045|PF00413|PF01471
MMP20_HUMAN;ENSG00000137674;Matrix metalloproteinase-20;PF00045|PF00413|PF01471
MMP21_HUMAN;ENSG00000154485;Matrix metalloproteinase-21;PF00045|PF00413|PF01471
MMP23_HUMAN;ENSG00000189409;Matrix metalloproteinase-23;PF00413|PF01549
MMP24_HUMAN;ENSG00000125966;Matrix metalloproteinase-24;PF11857|PF00045|PF00413|PF01471
MMP25_HUMAN;ENSG00000008516;Matrix metalloproteinase-25;PF00045|PF00413|PF01471
MMP26_HUMAN;ENSG00000167346;Matrix metalloproteinase-26;PF00413
MMP27_HUMAN;ENSG00000137675;Matrix metalloproteinase-27;PF00045|PF00413|PF01471
MMP28_HUMAN;ENSG00000271447;Matrix metalloproteinase-28;PF00045|PF00413|PF01471
MMP2_HUMAN;ENSG00000087245;72 kDa type IV collagenase;PF00040|PF00045|PF00413|PF01471
MMP3_HUMAN;ENSG00000149968;Stromelysin-1;PF00045|PF00413|PF01471
MMP7_HUMAN;ENSG00000137673;Matrilysin;PF00413|PF01471
MMP8_HUMAN;ENSG00000118113;Neutrophil collagenase;PF00045|PF00413|PF01471
MMP9_HUMAN;ENSG00000100985;Matrix metalloproteinase-9;PF00040|PF00045|PF00413|PF01471
MMRN1_HUMAN;ENSG00000138722;Multimerin-1;PF00386|PF00008|PF07546
MMRN2_HUMAN;ENSG00000173269;Multimerin-2;PF00386|PF07546
MMS19_HUMAN;ENSG00000155229;MMS19 nucleotide excision repair protein homolog;PF12460
MMS22_HUMAN;ENSG00000146263;Protein MMS22-like;PF14911|PF14910
MMSA_HUMAN;ENSG00000119711;Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial;PF00171
MMTA2_HUMAN;ENSG00000143793;Multiple myeloma tumor-associated protein 2;PF10159
MND1_HUMAN;ENSG00000121211;Meiotic nuclear division protein 1 homolog;PF03962
MNDA_HUMAN;ENSG00000163563;Myeloid cell nuclear differentiation antigen;PF02760|PF02758
MNT_HUMAN;ENSG00000070444;Max-binding protein MNT;PF00010
MNX1_HUMAN;ENSG00000130675;Motor neuron and pancreas homeobox protein 1;PF00046
MO2R1_HUMAN;ENSG00000163606;Cell surface glycoprotein CD200 receptor 1;PF08205
MO2R2_HUMAN;ENSG00000206531;Cell surface glycoprotein CD200 receptor 2;PF08205
MO4L1_HUMAN;ENSG00000185787;Mortality factor 4-like protein 1;PF05712|PF11717
MO4L2_HUMAN;ENSG00000123562;Mortality factor 4-like protein 2;PF05712
MOAP1_HUMAN;ENSG00000165943;Modulator of apoptosis 1;PF14893
MOB1A_HUMAN;ENSG00000114978;MOB kinase activator 1A;PF03637
MOB1B_HUMAN;ENSG00000173542;MOB kinase activator 1B;PF03637
MOB2_HUMAN;ENSG00000182208;MOB kinase activator 2;PF03637
MOB3A_HUMAN;ENSG00000172081;MOB kinase activator 3A;PF03637
MOB3B_HUMAN;ENSG00000120162;MOB kinase activator 3B;PF03637
MOB3C_HUMAN;ENSG00000142961;MOB kinase activator 3C;PF03637
MOC2A_HUMAN;ENSG00000164172;Molybdopterin synthase sulfur carrier subunit;PF02597
MOC2B_HUMAN;ENSG00000164172;Molybdopterin synthase catalytic subunit;PF02391
MOCOS_HUMAN;ENSG00000075643;Molybdenum cofactor sulfurase;PF00266|PF03473|PF03476
MOCS1_HUMAN;ENSG00000124615;Cyclic pyranopterin monophosphate synthase;PF01967|PF06463|PF04055
MOCS3_HUMAN;ENSG00000124217;Molybdopterin-synthase sulfurtransferase;PF00581|PF00899
MOD5_HUMAN;ENSG00000043514;tRNA dimethylallyltransferase;PF01715|PF12171
MOES_HUMAN;ENSG00000147065;Moesin;PF00769|PF09380|PF00373|PF09379
MOFA1_HUMAN;ENSG00000179010;MORF4 family-associated protein 1;PF15155
MOG1_HUMAN;ENSG00000108961;Ran guanine nucleotide release factor;PF04603
MOGS_HUMAN;ENSG00000115275;Mannosyl-oligosaccharide glucosidase;PF03200|PF16923
MOGT1_HUMAN;ENSG00000124003;2-acylglycerol O-acyltransferase 1;PF03982
MOGT2_HUMAN;ENSG00000166391;2-acylglycerol O-acyltransferase 2;PF03982
MOGT3_HUMAN;ENSG00000106384;2-acylglycerol O-acyltransferase 3;PF03982
MOG_HUMAN;ENSG00000137345;Myelin-oligodendrocyte glycoprotein;PF07686
MOK_HUMAN;ENSG00000080823;MAPK/MAK/MRK overlapping kinase;PF00069
MON1A_HUMAN;ENSG00000164077;Vacuolar fusion protein MON1 homolog A;PF03164
MON1B_HUMAN;ENSG00000103111;Vacuolar fusion protein MON1 homolog B;PF03164
MON2_HUMAN;ENSG00000061987;Protein MON2 homolog;PF16213|PF09324|PF16206|PF12783
MOONR_HUMAN;ENSG00000198920;Protein moonraker;PF15718
MORC1_HUMAN;ENSG00000114487;MORC family CW-type zinc finger protein 1;PF07496
MORC2_HUMAN;ENSG00000133422;MORC family CW-type zinc finger protein 2;PF07496
MORC3_HUMAN;ENSG00000159256;MORC family CW-type zinc finger protein 3;PF07496
MORC4_HUMAN;ENSG00000133131;MORC family CW-type zinc finger protein 4;PF07496
MORN1_HUMAN;ENSG00000116151;MORN repeat-containing protein 1;PF02493
MORN2_HUMAN;ENSG00000188010;MORN repeat-containing protein 2;PF02493
MORN3_HUMAN;ENSG00000139714;MORN repeat-containing protein 3;PF02493
MORN4_HUMAN;ENSG00000171160;MORN repeat-containing protein 4;PF02493
MORN5_HUMAN;ENSG00000185681;MORN repeat-containing protein 5;PF02493
MOS_HUMAN;ENSG00000172680;Proto-oncogene serine/threonine-protein kinase mos;PF00069
MOT10_HUMAN;ENSG00000112394;Monocarboxylate transporter 10;PF07690
MOT11_HUMAN;ENSG00000174326;Monocarboxylate transporter 11;PF07690
MOT12_HUMAN;ENSG00000152779;Monocarboxylate transporter 12;PF07690
MOT13_HUMAN;ENSG00000174327;Monocarboxylate transporter 13;PF07690
MOT14_HUMAN;ENSG00000163053;Monocarboxylate transporter 14;PF07690
MOT1_HUMAN;ENSG00000155380;Monocarboxylate transporter 1;PF07690
MOT2_HUMAN;ENSG00000118596;Monocarboxylate transporter 2;PF07690
MOT3_HUMAN;ENSG00000100156;Monocarboxylate transporter 3;PF07690
MOT4_HUMAN;ENSG00000141526;Monocarboxylate transporter 4;PF07690
MOT5_HUMAN;ENSG00000168679;Monocarboxylate transporter 5;PF07690
MOT6_HUMAN;ENSG00000170190;Monocarboxylate transporter 6;PF07690
MOT7_HUMAN;ENSG00000108932;Monocarboxylate transporter 7;PF07690
MOT8_HUMAN;ENSG00000147100;Monocarboxylate transporter 8;PF07690
MOT9_HUMAN;ENSG00000165449;Monocarboxylate transporter 9;PF07690
MOTI_HUMAN;ENSG00000096395;Promotilin;PF04643|PF04644
MOXD1_HUMAN;ENSG00000079931;DBH-like monooxygenase protein 1;PF03712|PF01082|PF03351
MP17L_HUMAN;ENSG00000156968;Mpv17-like protein;PF04117
MP2K1_HUMAN;ENSG00000169032;Dual specificity mitogen-activated protein kinase kinase 1;PF00069
MP2K2_HUMAN;ENSG00000126934;Dual specificity mitogen-activated protein kinase kinase 2;PF00069
MP2K3_HUMAN;ENSG00000034152;Dual specificity mitogen-activated protein kinase kinase 3;PF00069
MP2K4_HUMAN;ENSG00000065559;Dual specificity mitogen-activated protein kinase kinase 4;PF00069
MP2K5_HUMAN;ENSG00000137764;Dual specificity mitogen-activated protein kinase kinase 5;PF00564|PF00069
MP2K6_HUMAN;ENSG00000108984;Dual specificity mitogen-activated protein kinase kinase 6;PF00069
MP2K7_HUMAN;ENSG00000076984;Dual specificity mitogen-activated protein kinase kinase 7;PF00069
MP3B2_HUMAN;ENSG00000258102;Microtubule-associated proteins 1A/1B light chain 3 beta 2;PF02991
MPC1L_HUMAN;ENSG00000238205;Mitochondrial pyruvate carrier 1-like protein;PF03650
MPC1_HUMAN;ENSG00000060762;Mitochondrial pyruvate carrier 1;PF03650
MPC2_HUMAN;ENSG00000143158;Mitochondrial pyruvate carrier 2;PF03650
MPCP_HUMAN;ENSG00000075415;Phosphate carrier protein, mitochondrial;PF00153
MPDZ_HUMAN;ENSG00000107186;Multiple PDZ domain protein;PF09045|PF16667|PF00595
MPEG1_HUMAN;ENSG00000197629;Macrophage-expressed gene 1 protein;PF01823
MPH6_HUMAN;ENSG00000135698;M-phase phosphoprotein 6;PF10175
MPIP1_HUMAN;ENSG00000164045;M-phase inducer phosphatase 1;PF06617|PF00581
MPIP2_HUMAN;ENSG00000101224;M-phase inducer phosphatase 2;PF06617|PF00581
MPIP3_HUMAN;ENSG00000158402;M-phase inducer phosphatase 3;PF06617|PF00581
MPI_HUMAN;ENSG00000178802;Mannose-6-phosphate isomerase;PF01238
MPLKI_HUMAN;ENSG00000168303;M-phase-specific PLK1-interacting protein;PF15502
MPND_HUMAN;ENSG00000008382;MPN domain-containing protein;PF01398
MPP10_HUMAN;ENSG00000124383;U3 small nucleolar ribonucleoprotein protein MPP10;PF04006
MPP2_HUMAN;ENSG00000108852;MAGUK p55 subfamily member 2;PF00625|PF02828|PF00595|PF07653
MPP3_HUMAN;ENSG00000161647;MAGUK p55 subfamily member 3;PF00625|PF02828|PF00595|PF07653
MPP4_HUMAN;ENSG00000082126;MAGUK p55 subfamily member 4;PF00625|PF02828|PF00595
MPP5_HUMAN;ENSG00000072415;MAGUK p55 subfamily member 5;PF00625|PF02828|PF09060|PF00595|PF07653
MPP6_HUMAN;ENSG00000105926;MAGUK p55 subfamily member 6;PF00625|PF02828|PF00595|PF07653
MPP7_HUMAN;ENSG00000150054;MAGUK p55 subfamily member 7;PF00625|PF02828|PF00595|PF07653
MPP8_HUMAN;ENSG00000196199;M-phase phosphoprotein 8;PF12796|PF00385
MPPA_HUMAN;ENSG00000165688;Mitochondrial-processing peptidase subunit alpha;PF00675|PF05193
MPPB_HUMAN;ENSG00000105819;Mitochondrial-processing peptidase subunit beta;PF00675|PF05193
MPPD1_HUMAN;ENSG00000186732;Metallophosphoesterase domain-containing protein 1;PF00149
MPPD2_HUMAN;ENSG00000066382;Metallophosphoesterase MPPED2;PF00149
MPPE1_HUMAN;ENSG00000154889;Metallophosphoesterase 1;PF00149
MPRD_HUMAN;ENSG00000003056;Cation-dependent mannose-6-phosphate receptor;PF02157
MPRIP_HUMAN;ENSG00000133030;Myosin phosphatase Rho-interacting protein;PF00169
MPRI_HUMAN;ENSG00000197081;Cation-independent mannose-6-phosphate receptor;PF00878|PF00040
MPU1_HUMAN;ENSG00000129255;Mannose-P-dolichol utilization defect 1 protein;PF04193
MPV17_HUMAN;ENSG00000115204;Protein Mpv17;PF04117
MPZL1_HUMAN;ENSG00000197965;Myelin protein zero-like protein 1;PF07686
MPZL2_HUMAN;ENSG00000149573;Myelin protein zero-like protein 2;PF07686
MPZL3_HUMAN;ENSG00000160588;Myelin protein zero-like protein 3;PF07686
MR1L1_HUMAN;ENSG00000178988;MORF4 family-associated protein 1-like 1;PF15155
MRAP2_HUMAN;ENSG00000135324;Melanocortin-2 receptor accessory protein 2;PF15183
MRAP_HUMAN;ENSG00000170262;Melanocortin-2 receptor accessory protein;PF15183
MRC1_HUMAN;ENSG00000260314;Macrophage mannose receptor 1;PF00040|PF00059|PF00652
MRC2_HUMAN;ENSG00000011028;C-type mannose receptor 2;PF00040|PF00059
MRCKA_HUMAN;ENSG00000143776;Serine/threonine-protein kinase MRCK alpha;PF00130|PF00780|PF08826|PF15796|PF00069|PF00433
MRCKB_HUMAN;ENSG00000198752;Serine/threonine-protein kinase MRCK beta;PF00130|PF00780|PF08826|PF15796|PF00069
MRCKG_HUMAN;ENSG00000171219;Serine/threonine-protein kinase MRCK gamma;PF00130|PF00780|PF08826|PF00069
MRE11_HUMAN;ENSG00000020922;Double-strand break repair protein MRE11;PF00149|PF04152
MREG_HUMAN;ENSG00000118242;Melanoregulin;PF15812
MRFL_HUMAN;ENSG00000166268;Myelin regulatory factor-like protein;PF13887|PF13888|PF05224|PF13884
MRGBP_HUMAN;ENSG00000101189;MRG/MORF4L-binding protein;PF07904
MRGRD_HUMAN;ENSG00000172938;Mas-related G-protein coupled receptor member D;PF00001
MRGRE_HUMAN;ENSG00000184350;Mas-related G-protein coupled receptor member E;PF10328
MRGRF_HUMAN;ENSG00000172935;Mas-related G-protein coupled receptor member F;PF00001
MRGX1_HUMAN;ENSG00000170255;Mas-related G-protein coupled receptor member X1;PF00001
MRGX2_HUMAN;ENSG00000183695;Mas-related G-protein coupled receptor member X2;PF00001
MRGX3_HUMAN;ENSG00000179826;Mas-related G-protein coupled receptor member X3;PF00001
MRGX4_HUMAN;ENSG00000179817;Mas-related G-protein coupled receptor member X4;PF00001
MRM1_HUMAN;ENSG00000274853;rRNA methyltransferase 1, mitochondrial;PF00588|PF08032
MRM2_HUMAN;ENSG00000122687;rRNA methyltransferase 2, mitochondrial;PF01728
MRM3_HUMAN;ENSG00000171861;rRNA methyltransferase 3, mitochondrial;PF00588
MRNIP_HUMAN;ENSG00000161010;MRN complex-interacting protein;PF15749
MROH1_HUMAN;ENSG00000179832;Maestro heat-like repeat-containing protein family member 1;PF02985
MRP1_HUMAN;ENSG00000103222;Multidrug resistance-associated protein 1;PF00664|PF00005
MRP2_HUMAN;ENSG00000023839;Canalicular multispecific organic anion transporter 1;PF00664|PF00005
MRP3_HUMAN;ENSG00000108846;Canalicular multispecific organic anion transporter 2;PF00664|PF00005
MRP4_HUMAN;ENSG00000125257;Multidrug resistance-associated protein 4;PF00664|PF00005
MRP5_HUMAN;ENSG00000114770;Multidrug resistance-associated protein 5;PF00664|PF00005
MRP6_HUMAN;ENSG00000091262;Multidrug resistance-associated protein 6;PF00664|PF00005
MRP7_HUMAN;ENSG00000124574;Multidrug resistance-associated protein 7;PF00664|PF00005
MRP9_HUMAN;ENSG00000140798;Multidrug resistance-associated protein 9;PF00664|PF00005
MRPP3_HUMAN;ENSG00000100890;Mitochondrial ribonuclease P catalytic subunit;PF16953
MRP_HUMAN;ENSG00000175130;MARCKS-related protein;PF02063
MRT4_HUMAN;ENSG00000053372;mRNA turnover protein 4 homolog;PF00466
MRVI1_HUMAN;ENSG00000072952;Protein MRVI1;PF05781
MS18A_HUMAN;ENSG00000159055;Protein Mis18-alpha;PF03226
MS18B_HUMAN;ENSG00000104147;Protein Mis18-beta;PF03226
MS3L1_HUMAN;ENSG00000005302;Male-specific lethal 3 homolog;PF05712|PF11717
MS4A3_HUMAN;ENSG00000149516;Membrane-spanning 4-domains subfamily A member 3;PF04103
MS4A5_HUMAN;ENSG00000166930;Membrane-spanning 4-domains subfamily A member 5;PF04103
MS4A7_HUMAN;ENSG00000166927;Membrane-spanning 4-domains subfamily A member 7;PF04103
MSD3_HUMAN;ENSG00000066697;Myb/SANT-like DNA-binding domain-containing protein 3;PF13873
MSD4_HUMAN;ENSG00000170903;Myb/SANT-like DNA-binding domain-containing protein 4;PF13873
MSGN1_HUMAN;ENSG00000151379;Mesogenin-1;PF00010
MSH2_HUMAN;ENSG00000095002;DNA mismatch repair protein Msh2;PF01624|PF05188|PF05192|PF05190|PF00488
MSH3_HUMAN;ENSG00000113318;DNA mismatch repair protein Msh3;PF01624|PF05188|PF05192|PF00488
MSH4_HUMAN;ENSG00000057468;MutS protein homolog 4;PF05188|PF05192|PF05190|PF00488
MSH5_HUMAN;ENSG00000204410;MutS protein homolog 5;PF05192|PF05190|PF00488
MSH6_HUMAN;ENSG00000116062;DNA mismatch repair protein Msh6;PF01624|PF05188|PF05192|PF05190|PF00488|PF00855
MSHR_HUMAN;ENSG00000258839;Melanocyte-stimulating hormone receptor;PF00001
MSI1H_HUMAN;ENSG00000135097;RNA-binding protein Musashi homolog 1;PF00076
MSI2H_HUMAN;ENSG00000153944;RNA-binding protein Musashi homolog 2;PF00076
MSL1_HUMAN;ENSG00000188895;Male-specific lethal 1 homolog;PF16801|PF15275
MSL2_HUMAN;ENSG00000174579;E3 ubiquitin-protein ligase MSL2;PF16682|PF16685
MSLNL_HUMAN;ENSG00000162006;Mesothelin-like protein;PF06060
MSLN_HUMAN;ENSG00000102854;Mesothelin;PF06060
MSMB_HUMAN;ENSG00000263639;Beta-microseminoprotein;PF05825
MSMO1_HUMAN;ENSG00000052802;Methylsterol monooxygenase 1;PF04116
MSMP_HUMAN;ENSG00000215183;Prostate-associated microseminoprotein;PF05825
MSPD1_HUMAN;ENSG00000101928;Motile sperm domain-containing protein 1;PF00635
MSPD2_HUMAN;ENSG00000130150;Motile sperm domain-containing protein 2;PF00650|PF00635
MSPD3_HUMAN;ENSG00000106330;Motile sperm domain-containing protein 3;PF00635
MSRA_HUMAN;ENSG00000175806;Mitochondrial peptide methionine sulfoxide reductase;PF01625
MSRB1_HUMAN;ENSG00000198736;Methionine-R-sulfoxide reductase B1;PF01641
MSRB2_HUMAN;ENSG00000148450;Methionine-R-sulfoxide reductase B2, mitochondrial;PF01641
MSRB3_HUMAN;ENSG00000174099;Methionine-R-sulfoxide reductase B3;PF01641
MSRE_HUMAN;ENSG00000038945;Macrophage scavenger receptor types I and II;PF01391|PF03523|PF00530
MSS4_HUMAN;ENSG00000183155;Guanine nucleotide exchange factor MSS4;PF04421
MSS51_HUMAN;ENSG00000166343;Putative protein MSS51 homolog, mitochondrial;PF01753
MSTN1_HUMAN;ENSG00000272573;Musculoskeletal embryonic nuclear protein 1;PF15682
MSTO1_HUMAN;ENSG00000125459;Protein misato homolog 1;PF10644|PF14881
MSX1_HUMAN;ENSG00000163132;Homeobox protein MSX-1;PF00046
MSX2_HUMAN;ENSG00000120149;Homeobox protein MSX-2;PF00046
MT1A_HUMAN;ENSG00000205362;Metallothionein-1A;PF00131
MT1B_HUMAN;ENSG00000169688;Metallothionein-1B;PF00131
MT1E_HUMAN;ENSG00000169715;Metallothionein-1E;PF00131
MT1F_HUMAN;ENSG00000198417;Metallothionein-1F;PF00131
MT1G_HUMAN;ENSG00000125144;Metallothionein-1G;PF00131
MT1H_HUMAN;ENSG00000205358;Metallothionein-1H;PF00131
MT1M_HUMAN;ENSG00000205364;Metallothionein-1M;PF00131
MT1X_HUMAN;ENSG00000187193;Metallothionein-1X;PF00131
MT21A_HUMAN;ENSG00000144401;Protein N-lysine methyltransferase METTL21A;PF10294
MT21C_HUMAN;ENSG00000139780;Protein-lysine methyltransferase METTL21C;PF10294
MT21D_HUMAN;ENSG00000100483;Protein-lysine methyltransferase METTL21D;PF10294
MT2_HUMAN;ENSG00000125148;Metallothionein-2;PF00131
MT3_HUMAN;ENSG00000087250;Metallothionein-3;PF00131
MT4_HUMAN;ENSG00000102891;Metallothionein-4;PF00131
MTA1_HUMAN;ENSG00000182979;Metastasis-associated protein MTA1;PF01426|PF01448|PF00320|PF17226|PF00249
MTA2_HUMAN;ENSG00000149480;Metastasis-associated protein MTA2;PF01426|PF01448|PF00320|PF17226
MTA3_HUMAN;ENSG00000057935;Metastasis-associated protein MTA3;PF01426|PF01448|PF00320|PF17226
MTA70_HUMAN;ENSG00000165819;N6-adenosine-methyltransferase catalytic subunit;PF05063
MTAP2_HUMAN;ENSG00000078018;Microtubule-associated protein 2;PF08377|PF00418
MTAP_HUMAN;ENSG00000099810;S-methyl-5'-thioadenosine phosphorylase;PF01048
MTBP_HUMAN;ENSG00000172167;Mdm2-binding protein;PF14920|PF14919|PF14918
MTCH1_HUMAN;ENSG00000137409;Mitochondrial carrier homolog 1;PF00153
MTCH2_HUMAN;ENSG00000109919;Mitochondrial carrier homolog 2;PF00153
MTCL1_HUMAN;ENSG00000168502;Microtubule cross-linking factor 1;PF14818|PF11365
MTCP1_HUMAN;ENSG00000214827;Protein p13 MTCP-1;PF01840
MTD2L_HUMAN;ENSG00000163738;Methenyltetrahydrofolate cyclohydrolase;PF00763|PF02882
MTDC_HUMAN;ENSG00000065911;Methenyltetrahydrofolate cyclohydrolase;PF00763|PF02882
MTEF1_HUMAN;ENSG00000127989;Transcription termination factor 1, mitochondrial;PF02536
MTEF2_HUMAN;ENSG00000120832;Transcription termination factor 2, mitochondrial;PF02536
MTEF3_HUMAN;ENSG00000156469;Transcription termination factor 3, mitochondrial;PF02536
MTEF4_HUMAN;ENSG00000122085;Transcription termination factor 4, mitochondrial;PF02536
MTF2_HUMAN;ENSG00000143033;Metal-response element-binding transcription factor 2;PF14061|PF00628
MTFP1_HUMAN;ENSG00000242114;Mitochondrial fission process protein 1;PF10558
MTFR1_HUMAN;ENSG00000066855;Mitochondrial fission regulator 1;PF05308
MTFR2_HUMAN;ENSG00000146410;Mitochondrial fission regulator 2;PF05308
MTG16_HUMAN;ENSG00000129993;Protein CBFA2T3;PF08788|PF07531|PF01753
MTG1_HUMAN;ENSG00000148824;Mitochondrial ribosome-associated GTPase 1;PF01926
MTG2_HUMAN;ENSG00000101181;Mitochondrial ribosome-associated GTPase 2;PF01018|PF01926
MTG8R_HUMAN;ENSG00000078699;Protein CBFA2T2;PF08788|PF07531|PF01753
MTG8_HUMAN;ENSG00000079102;Protein CBFA2T1;PF08788|PF07531|PF01753
MTHFS_HUMAN;ENSG00000136371;5-formyltetrahydrofolate cyclo-ligase;PF01812
MTHR_HUMAN;ENSG00000177000;Methylenetetrahydrofolate reductase;PF02219
MTHSD_HUMAN;ENSG00000103248;Methenyltetrahydrofolate synthase domain-containing protein;PF01812|PF00076
MTL26_HUMAN;ENSG00000130731;Methyltransferase-like 26;PF06080
MTL5_HUMAN;ENSG00000132749;Tesmin;PF03638
MTLR_HUMAN;ENSG00000102539;Motilin receptor;PF00001
MTM1_HUMAN;ENSG00000171100;Myotubularin;PF02893|PF06602
MTMR1_HUMAN;ENSG00000063601;Myotubularin-related protein 1;PF02893|PF06602
MTMR2_HUMAN;ENSG00000087053;Myotubularin-related protein 2;PF02893|PF06602
MTMR3_HUMAN;ENSG00000100330;Myotubularin-related protein 3;PF01363|PF06602
MTMR4_HUMAN;ENSG00000108389;Myotubularin-related protein 4;PF01363|PF06602
MTMR5_HUMAN;ENSG00000100241;Myotubularin-related protein 5;PF02141|PF02893|PF06602|PF00169|PF12335|PF03456
MTMR6_HUMAN;ENSG00000139505;Myotubularin-related protein 6;PF06602
MTMR7_HUMAN;ENSG00000003987;Myotubularin-related protein 7;PF06602
MTMR8_HUMAN;ENSG00000102043;Myotubularin-related protein 8;PF06602
MTMR9_HUMAN;ENSG00000104643;Myotubularin-related protein 9;PF06602
MTMRA_HUMAN;ENSG00000166912;Myotubularin-related protein 10;PF12578|PF06602
MTMRB_HUMAN;ENSG00000014914;Myotubularin-related protein 11;PF12578|PF06602
MTMRC_HUMAN;ENSG00000150712;Myotubularin-related protein 12;PF12578|PF06602
MTMRD_HUMAN;ENSG00000133812;Myotubularin-related protein 13;PF02141|PF02893|PF06602|PF00169|PF12335|PF03456
MTNA_HUMAN;ENSG00000037757;Methylthioribose-1-phosphate isomerase;PF01008
MTNB_HUMAN;ENSG00000149089;Methylthioribulose-1-phosphate dehydratase;PF00596
MTND_HUMAN;ENSG00000182551;1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase;PF03079
MTO1_HUMAN;ENSG00000135297;Protein MTO1 homolog, mitochondrial;PF01134|PF13932
MTOR_HUMAN;ENSG00000198793;Serine/threonine-protein kinase mTOR;PF11865|PF02259|PF02260|PF08771|PF00454
MTPN_HUMAN;ENSG00000105887;Myotrophin;PF12796
MTP_HUMAN;ENSG00000138823;Microsomal triglyceride transfer protein large subunit;PF01347
MTR1A_HUMAN;ENSG00000168412;Melatonin receptor type 1A;PF00001
MTR1B_HUMAN;ENSG00000134640;Melatonin receptor type 1B;PF00001
MTR1L_HUMAN;ENSG00000102195;Melatonin-related receptor;PF00001
MTRR_HUMAN;ENSG00000124275;Methionine synthase reductase;PF00667|PF00258|PF00175
MTSS1_HUMAN;ENSG00000170873;Metastasis suppressor protein 1;PF08397|PF02205
MTSSL_HUMAN;ENSG00000132613;MTSS1-like protein;PF08397
MTURN_HUMAN;ENSG00000180354;Maturin;PF15167
MTX1_HUMAN;ENSG00000173171;Metaxin-1;PF17171|PF10568
MTX2_HUMAN;ENSG00000128654;Metaxin-2;PF17171|PF10568
MTX3_HUMAN;ENSG00000177034;Metaxin-3;PF17171|PF10568
MUC12_HUMAN;ENSG00000205277;Mucin-12;PF01390
MUC13_HUMAN;ENSG00000173702;Mucin-13;PF01390
MUC15_HUMAN;ENSG00000169550;Mucin-15;PF15672
MUC16_HUMAN;ENSG00000181143;Mucin-16;PF01390
MUC17_HUMAN;ENSG00000169876;Mucin-17;PF01390
MUC18_HUMAN;ENSG00000076706;Cell surface glycoprotein MUC18;PF08205|PF00047|PF07686
MUC1_HUMAN;ENSG00000185499;Mucin-1;PF01390
MUC21_HUMAN;ENSG00000204544;Mucin-21;PF14654|PF05647
MUC22_HUMAN;ENSG00000261272;Mucin-22;PF14654
MUC24_HUMAN;ENSG00000135535;Sialomucin core protein 24;PF05283
MUC4_HUMAN;ENSG00000145113;Mucin-4;PF06119|PF00094
MUC5A_HUMAN;ENSG00000215182;Mucin-5AC;PF08742|PF13330|PF01826|PF00094
MUC5B_HUMAN;ENSG00000117983;Mucin-5B;PF08742|PF13330|PF01826|PF00093|PF00094
